motivic_name,machine_name,stem,Adams filtration,weight,tautorsion,name_occurrence,match_method
D h0 h2 g2,{10-121},71,10,38,0,1,key
h1^2 D3',{10-120},71,10,39,1,1,key
d0 Q2,{11-123},71,11,38,0,1,key
h1^5 . D1 h3^2,{11-125},71,11,41,1,1,key
D^2 h4 c0,{12-132},71,12,37,0,1,key
M h2^2 g,{12-131},71,12,40,0,1,key
D^2 h2 g,{13-141},71,13,38,0,1,structural
M j,{13-144},71,13,38,0,1,structural
D h3 g^2,{13-143},71,13,40,1,1,structural
M h0 h2^2 g,{13-145},71,13,40,1,1,structural
g^2 n,{13-142},71,13,41,0,1,key
D^2 h0^2 h2 g,{15-162},71,15,38,0,1,key
M P h1 e0,{15-160},71,15,39,0,1,key
e0^3 g,{16-172},71,16,42,0,1,key
h0 e0^3 g,{17-188},71,17,42,2,1,key
h0^2 e0^3 g,{18-195},71,18,42,2,1,key
P D c0 d0 e0,{19-195},71,19,39,1,1,structural
d0^3 k,{19-201},71,19,40,0,1,key
M P^3 h1^2,{20-205},71,20,38,0,1,key
h0 d0^3 k,{20-209},71,20,40,2,1,key
h1 d0^5,{21-209},71,21,41,3,1,key
P^2 i l,{22-214},71,22,38,0,1,key
P^4 D h1 d0,{25-199},71,25,37,0,1,key
P^4 c0 d0 e0,{27-184},71,27,39,1,1,key
P^5 d0 e0,{28-179},71,28,38,0,1,key
P^5 h0 d0 e0,{29-183},71,29,38,0,1,key
P^5 h0^2 d0 e0,{30-175},71,30,38,0,1,key
P^6 i,{31-165},71,31,36,0,1,key
P^6 h0 i,{32-158},71,32,36,0,1,key
P^6 h0^2 i,{33-150},71,33,36,0,1,key
P^7 h1 d0,{33-141},71,33,37,0,1,key
P^6 h0^3 i,{34-141},71,34,36,0,1,key
P^6 h0^4 i,{35-132},71,35,36,0,1,key
P^6 h0^5 i,{36-124},71,36,36,0,1,key
h1^2 h3 h6,{4-43},72,4,38,0,1,key
h1 h6 c0,{5-62},72,5,38,0,1,key
P h1 h6,{6-78},72,6,37,0,1,key
h3^2 D2,{8-108},72,8,38,0,1,structural
h4 Q2,{8-106},72,8,38,0,1,structural
h1 l1,{8-105},72,8,40,1,1,key
h2^2 G0,{9-119},72,9,40,0,1,key
d0 D2,{10-125},72,10,38,0,1,key
h1^9 h6,{10-124},72,10,41,1,1,structural
h1^2 d1 e1,{10-122},72,10,41,1,1,structural
h0 d0 D2,{11-127},72,11,38,0,1,key
h1^3 D3',{11-126},72,11,40,1,1,key
d1 g^2,{12-133},72,12,42,0,1,key
D^2 h1 h4 c0,{13-147},72,13,38,0,1,key
D h1 h3 g^2,{14-156},72,14,41,1,1,key
e0 g m,{15-163},72,15,42,0,1,key
h0 e0 g m,{16-177},72,16,42,2,1,key
D^2 h1^2 c0 d0,{17-190},72,17,39,1,1,key
h1 e0^3 g,{17-191},72,17,43,3,1,key
P D^2 h1^2 d0,{18-197},72,18,38,0,1,key
d0 i m,{18-202},72,18,40,0,1,key
M P^3 h2,{19-207},72,19,38,0,1,key
M P^3 h0 h2,{20-217},72,20,38,0,1,key
P c0 d0^4,{23-214},72,23,41,1,1,structural
P^2 d0^4,{24-210},72,24,40,0,1,key
P^2 h0 d0^4,{25-217},72,25,40,2,1,key
P^4 D h1^2 d0,{26-202},72,26,38,0,1,key
P^2 h0^2 d0^4,{26-211},72,26,40,2,1,key
P^4 d0 j,{27-203},72,27,38,0,1,key
P^4 h0 d0 j,{28-199},72,28,38,0,1,key
P^5 h1 d0 e0,{29-184},72,29,39,0,1,key
P^7 h1^2 d0,{34-142},72,34,38,0,1,key
P^8 c0,{35-133},72,35,37,0,1,key
h1^2 h6 c0,{6-81},73,6,39,1,1,key
P h1^2 h6,{7-94},73,7,38,0,1,structural
h4 D2,{7-95},73,7,38,0,1,structural
h2^2 Q3,{7-92},73,7,40,0,1,key
h0 h4 D2,{8-111},73,8,38,0,1,key
h1 h4 Q2,{9-123},73,9,39,0,1,key
h1^2 l1,{9-122},73,9,41,1,1,key
h2^2 C'',{11-128},73,11,41,2,1,key
h1^10 h6,{11-129},73,11,42,1,1,key
h1^4 D3',{12-136},73,12,41,1,1,key
h1 d1 g^2,{13-148},73,13,43,1,1,key
D^2 h1^2 h4 c0,{14-159},73,14,39,1,1,key
M d0^2,{14-157},73,14,40,0,1,key
M h0 d0^2,{15-168},73,15,40,0,1,key
D h1^2 h3 g^2,{15-167},73,15,42,1,1,key
M h0^2 d0^2,{16-181},73,16,40,0,1,key
P D^2 h0 e0,{17-197},73,17,38,0,1,key
D h1 d0 e0^2,{17-194},73,17,41,0,1,key
P D^2 h0^2 e0,{18-207},73,18,38,0,1,key
P D^2 h1^3 d0,{19-210},73,19,39,0,1,key
d0^4 e0,{20-218},73,20,42,0,1,key
h0 d0^4 e0,{21-230},73,21,42,2,1,key
h0^2 d0^4 e0,{22-230},73,22,42,2,1,key
P^3 D c0 e0,{23-220},73,23,39,1,1,key
P^2 d0^2 k,{23-228},73,23,40,0,1,key
P^2 h0 d0^2 k,{24-229},73,24,40,2,1,key
P^2 h1 d0^4,{25-218},73,25,41,3,1,key
P^3 i j,{26-221},73,26,38,0,1,key
P^4 D h1^3 d0,{27-205},73,27,39,0,1,key
P^6 c0 e0,{31-176},73,31,39,1,1,key
P^7 e0,{32-168},73,32,38,0,1,key
P^7 h0 e0,{33-170},73,33,38,0,1,key
P^7 h0^2 e0,{34-161},73,34,38,0,1,key
P^7 h1^3 d0,{35-142},73,35,39,0,1,key
P^8 h1 c0,{36-133},73,36,38,0,1,key
P^9 h1,{37-124},73,37,37,0,1,key
P h2 h6,{6-83},74,6,38,0,1,key
h3 n1,{6-82},74,6,40,0,1,key
P h0 h2 h6,{7-99},74,7,38,0,1,key
h1^3 h6 c0,{7-98},74,7,40,1,1,key
P h1^3 h6,{8-114},74,8,39,0,1,key
"x74,8",{8-112},74,8,40,0,1,key
"h0 x74,8",{9-126},74,9,40,0,1,key
"h1^3 x71,6",{9-125},74,9,41,1,1,key
"h0^2 x74,8",{10-131},74,10,40,0,1,key
h1^2 h4 Q2,{10-129},74,10,40,1,1,key
h3 C'',{10-128},74,10,41,1,1,key
"h0^3 x74,8",{11-131},74,11,40,0,1,key
"h0^4 x74,8",{12-139},74,12,40,0,1,key
h1^11 h6,{12-138},74,12,43,1,1,key
d0 B4,{13-151},74,13,40,0,1,key
h1^5 D3',{13-152},74,13,42,1,1,key
h0 d0 B4,{14-164},74,14,40,0,1,structural
D^2 h2^2 g,{14-160},74,14,40,0,1,structural
h2 g^2 n,{14-161},74,14,43,2,1,key
h1^2 d1 g^2,{14-162},74,14,44,1,1,key
D^2 h0 h2^2 g,{15-171},74,15,40,1,1,key
M h1 d0^2,{15-169},74,15,41,0,1,key
e0^2 g^2,{16-182},74,16,44,0,1,key
h0 e0^2 g^2,{17-201},74,17,44,2,1,key
h0^2 e0^2 g^2,{18-212},74,18,44,2,1,key
D c0 d0^3,{19-215},74,19,41,1,1,structural
d0^3 l,{19-220},74,19,42,0,1,key
h0 d0^3 l,{20-231},74,20,42,2,1,key
h1 d0^4 e0,{21-233},74,21,43,3,1,key
P^2 i m,{22-239},74,22,40,0,1,key
P^4 D h1 e0,{25-228},74,25,39,0,1,key
P^3 c0 d0^3,{27-214},74,27,41,1,1,structural
P^4 d0^3,{28-209},74,28,40,0,1,key
P^4 h0 d0^3,{29-214},74,29,40,0,1,key
P^4 h0^2 d0^3,{30-206},74,30,40,0,1,key
P^6 j,{31-196},74,31,38,0,1,key
P^6 h0 j,{32-189},74,32,38,0,1,key
P^7 h1 e0,{33-171},74,33,39,0,1,key
P^9 h1^2,{38-124},74,38,38,0,1,key
h3 d2,{5-64},75,5,40,0,1,key
h0 h3 d2,{6-85},75,6,40,0,1,key
"x75,7",{7-100},75,7,40,0,1,key
"h0 x75,7",{8-118},75,8,40,0,1,structural
M h4^2,{8-116},75,8,40,0,1,structural
h1^4 h6 c0,{8-117},75,8,41,1,1,key
D h3 g2,{9-128},75,9,40,0,1,key
P h1^4 h6,{9-131},75,9,40,1,1,key
"h1 x74,8",{9-130},75,9,41,0,1,key
D h0 h3 g2,{10-133},75,10,40,0,1,key
"h1^4 x71,6",{10-132},75,10,42,1,1,key
D h0^2 h3 g2,{11-134},75,11,40,0,1,key
g B6,{11-132},75,11,42,2,1,key
D^2 h3 g,{13-155},75,13,40,1,1,key
h1^12 h6,{13-157},75,13,44,1,1,key
h2 d1 g^2,{13-153},75,13,44,2,1,key
g^2 m,{15-172},75,15,44,0,1,key
h0 g^2 m,{16-187},75,16,44,2,1,key
M P c0 d0,{17-203},75,17,41,1,1,key
h1 e0^2 g^2,{17-204},75,17,45,3,1,key
M P^2 d0,{18-214},75,18,40,0,1,key
d0 j m,{18-218},75,18,42,0,1,key
M P^2 h0 d0,{19-227},75,19,40,0,1,key
M P^2 h0^2 d0,{20-238},75,20,40,0,1,key
P D h1 d0^3,{21-239},75,21,41,0,1,key
P^2 d0^3 e0,{24-239},75,24,42,0,1,key
P^2 h0 d0^3 e0,{25-247},75,25,42,2,1,key
P^2 h0^2 d0^3 e0,{26-242},75,26,42,2,1,key
P^3 d0^2 i,{27-234},75,27,40,0,1,key
P^3 h0 d0^2 i,{28-230},75,28,40,0,1,key
P^4 h1 d0^3,{29-215},75,29,41,0,1,key
P^9 h2,{37-151},75,37,38,0,1,key
P^9 h0 h2,{38-142},75,38,38,0,1,key
P^9 h1^3,{39-124},75,39,39,0,1,key
h4 D3,{5-65},76,5,40,0,1,key
"x76,6",{6-86},76,6,40,0,1,key
"h0 x76,6",{7-103},76,7,40,0,1,key
h3^2 H1,{7-101},76,7,41,0,1,key
"h0^2 x76,6",{8-121},76,8,40,0,1,key
d1 g2,{8-119},76,8,42,0,1,key
"x76,9",{9-132},76,9,40,0,1,key
M h1 h4^2,{9-134},76,9,41,0,1,key
h1^5 h6 c0,{9-135},76,9,42,1,1,key
D h1 h3 g2,{10-134},76,10,41,0,1,key
P h1^5 h6,{10-136},76,10,41,1,1,key
h1 g B6,{12-143},76,12,43,1,1,key
D^2 h1 h3 g,{14-167},76,14,41,1,1,key
M d0 e0,{14-166},76,14,42,0,1,key
g^2 T,{14-168},76,14,44,0,1,key
h1^13 h6,{14-169},76,14,45,1,1,key
M h0 d0 e0,{15-175},76,15,42,0,1,key
D^2 d0^2,{16-188},76,16,40,0,1,key
M h0^2 d0 e0,{16-191},76,16,42,2,1,key
D h1 e0^3,{17-207},76,17,43,0,1,key
M P h0 i,{18-223},76,18,40,0,1,structural
D^2 h0^2 d0^2,{18-224},76,18,40,0,1,structural
M P h0^2 i,{19-234},76,19,40,0,1,key
M P^2 h1 d0,{19-230},76,19,41,0,1,key
M P h0^3 i,{20-245},76,20,40,0,1,key
d0^3 e0^2,{20-239},76,20,44,0,1,key
M P h0^4 i,{21-254},76,21,40,0,1,key
h0 d0^3 e0^2,{21-253},76,21,44,2,1,key
M P h0^5 i,{22-257},76,22,40,0,1,key
h0^2 d0^3 e0^2,{22-256},76,22,44,2,1,key
P^2 D c0 d0^2,{23-247},76,23,41,1,1,key
P^2 d0^2 l,{23-255},76,23,42,0,1,key
P^2 h0 d0^2 l,{24-258},76,24,42,2,1,key
P^2 h1 d0^3 e0,{25-249},76,25,43,3,1,key
P^2 d0 i^2,{26-252},76,26,40,0,1,key
P^5 c0 d0^2,{31-208},76,31,41,1,1,key
P^6 d0^2,{32-200},76,32,40,0,1,key
P^6 h0 d0^2,{33-203},76,33,40,0,1,key
P^6 h0^2 d0^2,{34-192},76,34,40,0,1,key
h3^2 h6,{3-31},77,3,40,0,1,key
h0 h3^2 h6,{4-44},77,4,40,0,1,key
h6 d0,{5-66},77,5,40,0,1,key
h0 h6 d0,{6-88},77,6,40,0,1,key
h1 h4 D3,{6-87},77,6,41,0,1,key
"x77,7",{7-105},77,7,40,0,1,structural
h0^2 h6 d0,{7-107},77,7,40,0,1,structural
"h1 x76,6",{7-106},77,7,41,0,1,key
m1,{7-104},77,7,42,0,1,key
"h0 x77,7",{8-125},77,8,40,0,1,key
"x77,8",{8-122},77,8,41,0,1,key
h0 m1,{8-124},77,8,42,0,1,key
"h0^2 x77,7",{9-138},77,9,40,0,1,key
h1 d1 g2,{9-136},77,9,43,0,1,key
"h0^3 x77,7",{10-138},77,10,40,0,1,key
h1^6 h6 c0,{10-137},77,10,43,1,1,key
"h0^4 x77,7",{11-138},77,11,40,0,1,key
t g Q2,{11-136},77,11,41,0,1,key
P h1^6 h6,{11-137},77,11,42,1,1,key
"h0^5 x77,7",{12-146},77,12,40,0,1,key
M D h1 h3,{12-145},77,12,41,0,1,key
"h0^6 x77,7",{13-163},77,13,40,0,1,key
e0 B4,{13-158},77,13,42,0,1,key
D h1 d1 g,{13-160},77,13,43,1,1,key
h1^2 g B6,{13-161},77,13,44,1,1,key
"h0^7 x77,7",{14-171},77,14,40,0,1,key
h0 e0 B4,{14-170},77,14,42,0,1,key
D^2 h1^2 h3 g,{15-178},77,15,42,1,1,key
M h1 d0 e0,{15-177},77,15,43,0,1,key
h1 g^2 T,{15-179},77,15,45,2,1,key
h1^14 h6,{15-180},77,15,46,1,1,key
D^2 h0 k,{16-194},77,16,40,0,1,key
e0 g^3,{16-192},77,16,46,0,1,key
D M P h0^3,{17-216},77,17,40,0,1,key
D^2 h1 d0^2,{17-213},77,17,41,0,1,key
h0 e0 g^3,{17-215},77,17,46,2,1,key
D M P h0^4,{18-230},77,18,40,0,1,key
h0^2 e0 g^3,{18-229},77,18,46,2,1,key
D M P h0^5,{19-241},77,19,40,0,1,key
D c0 d0^2 e0,{19-235},77,19,43,1,1,structural
d0^3 m,{19-240},77,19,44,0,1,key
D M P h0^6,{20-254},77,20,40,0,1,key
h0 d0^3 m,{20-253},77,20,44,2,1,key
M P^3 c0,{21-256},77,21,41,0,1,key
h1 d0^3 e0^2,{21-257},77,21,45,3,1,key
P^2 j m,{22-265},77,22,42,0,1,key
P^3 D h1 d0^2,{25-259},77,25,41,0,1,key
P^4 d0^2 e0,{28-241},77,28,42,0,1,key
P^4 h0 d0^2 e0,{29-247},77,29,42,2,1,key
P^4 h0^2 d0^2 e0,{30-239},77,30,42,2,1,key
P^5 d0 i,{31-230},77,31,40,0,1,key
P^5 h0 d0 i,{32-223},77,32,40,0,1,key
P^6 h1 d0^2,{33-204},77,33,41,0,1,key
h4 h6,{2-20},78,2,40,0,1,key
h0 h4 h6,{3-32},78,3,40,0,1,key
h0^2 h4 h6,{4-45},78,4,40,0,1,key
h0^3 h4 h6,{5-67},78,5,40,0,1,key
h0^4 h4 h6,{6-91},78,6,40,0,1,key
h1 h6 d0,{6-90},78,6,41,0,1,key
T1,{6-89},78,6,42,0,1,key
h0^5 h4 h6,{7-109},78,7,40,0,1,key
h0 T1,{7-108},78,7,42,0,1,key
h0^6 h4 h6,{8-128},78,8,40,0,1,key
"h1^2 x76,6",{8-127},78,8,42,0,1,key
h1 m1,{8-126},78,8,43,0,1,key
h0^7 h4 h6,{9-141},78,9,40,0,1,key
"x78,9",{9-139},78,9,41,0,1,key
"x78,10",{10-139},78,10,40,0,1,key
e0 A',{10-140},78,10,42,0,1,key
h1^2 d1 g2,{10-141},78,10,44,1,1,key
"h0 x78,10",{11-140},78,11,40,0,1,key
h1^7 h6 c0,{11-139},78,11,44,1,1,key
"h0^2 x78,10",{12-151},78,12,40,0,1,key
P h1^7 h6,{12-150},78,12,43,1,1,key
e1 g^2,{12-147},78,12,45,2,1,key
"h0^3 x78,10",{13-165},78,13,40,0,1,key
M D h1^2 h3,{13-164},78,13,42,0,1,key
D h1^2 d1 g,{14-175},78,14,44,1,1,key
h2^2 d1 g^2,{14-172},78,14,46,2,1,key
h2 g^2 m,{16-196},78,16,46,2,1,key
h1^15 h6,{16-198},78,16,47,1,1,key
M P c0 e0,{17-218},78,17,43,1,1,key
h1 e0 g^3,{17-219},78,17,47,3,1,key
d0 k m,{18-236},78,18,44,0,1,key
M P^2 h0 e0,{19-248},78,19,42,0,1,key
M P^2 h0^2 e0,{20-261},78,20,42,0,1,key
P D h1 d0^2 e0,{21-264},78,21,43,0,1,key
M P^4 h1,{23-267},78,23,41,0,1,key
P d0^5,{24-268},78,24,44,0,1,key
P h0 d0^5,{25-278},78,25,44,2,1,key
P h0^2 d0^5,{26-274},78,26,44,2,1,key
P^4 D c0 d0,{27-256},78,27,41,1,1,key
P^3 d0^2 j,{27-267},78,27,42,0,1,key
P^3 h0 d0^2 j,{28-264},78,28,42,2,1,key
P^4 h1 d0^2 e0,{29-248},78,29,43,3,1,key
P^4 i^2,{30-251},78,30,40,0,1,key
P^4 h0 i^2,{31-242},78,31,40,0,1,key
P^4 h0^2 i^2,{32-235},78,32,40,0,1,key
P^4 h0^3 i^2,{33-227},78,33,40,0,1,key
P^4 h0^4 i^2,{34-216},78,34,40,0,1,key
P^7 c0 d0,{35-192},78,35,41,0,1,key
P^8 d0,{36-183},78,36,40,0,1,key
P^8 h0 d0,{37-184},78,37,40,0,1,key
P^8 h0^2 d0,{38-173},78,38,40,0,1,key
h1 h4 h6,{3-33},79,3,41,0,1,key
x1,{5-68},79,5,42,0,1,key
h0 x1,{6-92},79,6,42,0,1,key
"h2 x76,6",{7-110},79,7,42,0,1,structural
h1^2 h6 d0,{7-111},79,7,42,0,1,structural
P h6 c0,{8-129},79,8,41,0,1,key
"h0 h2 x76,6",{8-130},79,8,42,0,1,key
"h1^3 x76,6",{9-144},79,9,43,0,1,key
h1^2 m1,{9-143},79,9,44,1,1,key
"h1 x78,9",{10-143},79,10,42,0,1,key
D B6,{11-143},79,11,42,0,1,key
g j1,{11-141},79,11,45,1,1,key
h1^8 h6 c0,{12-152},79,12,45,1,1,key
D^2 n,{13-166},79,13,41,0,1,key
P h1^8 h6,{13-170},79,13,44,1,1,key
h1 e1 g^2,{13-167},79,13,46,1,1,key
M e0^2,{14-177},79,14,44,0,1,key
M h0 e0^2,{15-185},79,15,44,0,1,key
c1 g^3,{15-181},79,15,47,3,1,key
D^2 d0 e0,{16-199},79,16,42,0,2,structural
M h0^2 e0^2,{16-202},79,16,44,2,1,key
D h1 e0^2 g,{17-222},79,17,45,0,1,key
c0 e0^3 g,{19-249},79,19,47,1,1,key
d0^2 e0^3,{20-262},79,20,46,0,1,key
h0 d0^2 e0^3,{21-278},79,21,46,2,1,key
h0^2 d0^2 e0^3,{22-282},79,22,46,2,1,key
P^2 D c0 d0 e0,{23-275},79,23,43,1,1,structural
P^2 d0^2 m,{23-284},79,23,44,0,1,key
M P^4 h1^2,{24-280},79,24,42,0,1,key
P^2 h0 d0^2 m,{24-288},79,24,44,2,1,key
P h1 d0^5,{25-280},79,25,45,3,1,key
P^2 d0 i j,{26-285},79,26,42,0,1,key
P^4 D h0^2 i,{29-272},79,29,40,0,1,key
P^5 D h1 d0,{29-261},79,29,41,0,1,key
P^4 D h0^3 i,{30-264},79,30,40,0,1,key
P^4 D h0^4 i,{31-255},79,31,40,0,1,key
P^5 c0 d0 e0,{31-243},79,31,43,1,1,key
P^4 D h0^5 i,{32-248},79,32,40,0,1,key
P^6 d0 e0,{32-236},79,32,42,0,1,key
P^4 h0^4 Q',{33-241},79,33,40,0,1,key
P^6 h0 d0 e0,{33-240},79,33,42,0,1,key
P^4 h0^5 Q',{34-229},79,34,40,0,1,key
P^6 h0^2 d0 e0,{34-228},79,34,42,0,1,key
P^4 h0^6 Q',{35-216},79,35,40,0,1,key
P^4 h0^7 Q',{36-206},79,36,40,0,1,key
P^4 h0^8 Q',{37-196},79,37,40,0,1,key
P^8 h1 d0,{37-185},79,37,41,0,1,key
P^4 h0^9 Q',{38-185},79,38,40,0,1,key
P^4 h0^10 Q',{39-173},79,39,40,0,1,key
P^4 h0^11 Q',{40-163},79,40,40,0,1,key
e2,{4-46},80,4,42,0,1,structural
h1^2 h4 h6,{4-47},80,4,42,0,1,structural
h0 e2,{5-70},80,5,42,0,1,structural
h6 e0,{5-69},80,5,42,0,1,structural
h0 h6 e0,{6-94},80,6,42,0,1,key
h1 x1,{6-93},80,6,43,0,1,key
h0^2 h6 e0,{7-112},80,7,42,0,1,key
h1^3 h6 d0,{8-132},80,8,43,0,1,key
P h1 h6 c0,{9-146},80,9,42,0,1,key
"h2 x77,8",{9-145},80,9,43,0,1,key
P^2 h1 h6,{10-146},80,10,41,0,1,key
"h1^4 x76,6",{10-147},80,10,44,1,1,key
D^2 d1,{12-153},80,12,42,0,1,key
D h1 B6,{12-156},80,12,43,1,1,key
h1 g j1,{12-155},80,12,46,1,1,key
g B4,{13-171},80,13,44,0,1,key
h1^9 h6 c0,{13-172},80,13,46,1,1,key
D^3 h1 h3,{14-178},80,14,41,0,1,key
h0 g B4,{14-182},80,14,44,0,1,key
P h1^9 h6,{14-181},80,14,45,1,1,key
h1^2 e1 g^2,{14-179},80,14,47,1,1,key
M h1 e0^2,{15-187},80,15,45,0,1,key
D^2 h0 l,{16-205},80,16,42,0,1,key
t g^4,{16-204},80,16,47,0,1,key
D^2 h1 d0 e0,{17-228},80,17,43,0,1,key
h0 g^4,{17-227},80,17,48,2,1,key
h0^2 g^4,{18-246},80,18,48,2,1,key
D c0 d0 e0^2,{19-255},80,19,45,1,1,structural
d0^2 e0 m,{19-260},80,19,46,0,1,key
h0 d0^2 e0 m,{20-275},80,20,46,2,1,key
P D^2 h1^2 c0 d0,{21-280},80,21,43,1,1,key
h1 d0^2 e0^3,{21-281},80,21,47,3,1,key
P^2 D^2 h1^2 d0,{22-284},80,22,42,0,1,key
P^2 k m,{22-292},80,22,44,0,1,key
M P^4 h2,{23-294},80,23,42,0,1,key
M P^4 h0 h2,{24-299},80,24,42,0,1,key
P^3 d0^4,{28-277},80,28,44,0,1,key
P^3 h0 d0^4,{29-285},80,29,44,2,1,key
P^5 D h1^2 d0,{30-266},80,30,42,0,1,key
P^3 h0^2 d0^4,{30-277},80,30,44,2,1,key
P^5 d0 j,{31-268},80,31,42,0,1,key
P^5 h0 d0 j,{32-261},80,32,42,0,1,key
P^6 h1 d0 e0,{33-242},80,33,43,0,1,key
P^8 h1^2 d0,{38-186},80,38,42,0,1,key
P^9 c0,{39-174},80,39,41,0,1,key
h2 h4 h6,{3-34},81,3,42,0,1,key
h0 h2 h4 h6,{4-48},81,4,42,0,1,key
h6 f0,{5-71},81,5,42,0,1,key
h1^3 h4 h6,{5-72},81,5,43,0,1,key
h1 h6 e0,{6-95},81,6,43,0,1,key
h2 T1,{7-113},81,7,44,0,1,key
h1^2 x1,{7-114},81,7,44,1,1,key
c1 H1,{8-133},81,8,44,0,1,key
"h3 x74,8",{9-147},81,9,44,0,1,key
h1^4 h6 d0,{9-149},81,9,44,1,1,key
P h1^2 h6 c0,{10-149},81,10,43,1,1,key
g A',{10-148},81,10,44,0,1,structural
"h0 h3 x74,8",{10-150},81,10,44,0,1,structural
P^2 h1^2 h6,{11-149},81,11,42,0,1,key
g B7,{11-146},81,11,45,0,1,key
D^2 p,{12-159},81,12,42,0,1,key
D^2 h1 d1,{13-173},81,13,43,0,1,key
D h1^2 B6,{13-176},81,13,44,1,1,key
h1^2 g j1,{13-175},81,13,47,1,1,key
h1^10 h6 c0,{14-183},81,14,47,1,1,key
D^3 h1^2 h3,{15-188},81,15,42,0,1,key
g n r,{15-190},81,15,45,0,1,key
P h1^10 h6,{15-191},81,15,46,1,1,key
h1^3 e1 g^2,{15-189},81,15,48,1,1,key
M c0 d0^2,{17-231},81,17,45,1,1,key
t h1 g^4,{17-233},81,17,48,2,1,key
M P d0^2,{18-248},81,18,44,0,1,key
e0^3 r,{18-252},81,18,46,0,1,key
M P h0 d0^2,{19-267},81,19,44,0,1,key
M P h0^2 d0^2,{20-283},81,20,44,0,1,key
P^2 D^2 h0 e0,{21-295},81,21,42,0,1,key
D h1 d0^4,{21-288},81,21,45,0,1,key
P^2 D^2 h0^2 e0,{22-301},81,22,42,0,1,key
P^2 D^2 h1^3 d0,{23-297},81,23,43,0,1,key
P d0^4 e0,{24-300},81,24,46,0,1,key
P h0 d0^4 e0,{25-311},81,25,46,2,1,key
P h0^2 d0^4 e0,{26-308},81,26,46,2,1,key
P^4 D c0 e0,{27-291},81,27,43,1,1,key
P^3 d0^2 k,{27-303},81,27,44,0,1,key
P^3 h0 d0^2 k,{28-301},81,28,44,2,1,key
P^3 h1 d0^4,{29-286},81,29,45,3,1,key
P^4 i j,{30-290},81,30,42,0,1,key
P^5 D h1^3 d0,{31-270},81,31,43,0,1,key
P^7 c0 e0,{35-229},81,35,43,1,1,key
P^8 e0,{36-219},81,36,42,0,1,key
P^8 h0 e0,{37-221},81,37,42,0,1,key
P^8 h0^2 e0,{38-209},81,38,42,0,1,key
P^8 h1^3 d0,{39-186},81,39,43,0,1,key
P^9 h1 c0,{40-174},81,40,42,0,1,key
P^10 h1,{41-163},81,41,41,0,1,key
h6 c1,{4-49},82,4,43,0,1,key
h2 x1,{6-97},82,6,44,0,1,structural
h4 Q3,{6-96},82,6,44,0,1,structural
h1^2 h6 e0,{7-115},82,7,44,1,1,key
h0^2 h4 Q3,{8-137},82,8,44,0,1,key
e1 g2,{8-134},82,8,45,0,1,key
h1^3 x1,{8-136},82,8,45,1,1,key
g H1,{9-150},82,9,45,0,1,key
P^2 h2 h6,{10-152},82,10,42,0,1,key
h1^5 h6 d0,{10-151},82,10,45,1,1,key
P^2 h0 h2 h6,{11-151},82,11,42,0,1,key
P h1^3 h6 c0,{11-150},82,11,44,1,1,key
P^2 h1^3 h6,{12-165},82,12,43,0,1,key
g C0,{12-161},82,12,45,0,1,key
(De1+C0) g,{12-160},82,12,45,2,1,key
h1 g B7,{12-162},82,12,46,1,1,key
D^2 h2 n,{14-185},82,14,43,0,1,key
D^2 h1^2 d1,{14-186},82,14,44,1,1,key
M e0 g,{14-184},82,14,46,0,1,key
M h0 e0 g,{15-194},82,15,46,2,1,key
h1^11 h6 c0,{15-193},82,15,48,1,1,key
D^2 e0^2,{16-208},82,16,44,0,1,key
M h0^2 e0 g,{16-213},82,16,46,2,1,key
P h1^11 h6,{16-212},82,16,47,1,1,key
h2 c1 g^3,{16-209},82,16,49,2,1,key
D h1 e0 g^2,{17-236},82,17,47,0,1,key
M P h1 d0^2,{19-270},82,19,45,0,1,key
c0 e0^2 g^2,{19-268},82,19,49,1,1,key
d0 e0^4,{20-284},82,20,48,0,1,key
h0 d0 e0^4,{21-303},82,21,48,2,1,key
h0^2 d0 e0^4,{22-310},82,22,48,2,1,key
P^2 D c0 e0^2,{23-305},82,23,45,1,1,structural
P^2 d0 e0 m,{23-314},82,23,46,0,1,key
P^2 h0 d0 e0 m,{24-320},82,24,46,2,1,key
P h1 d0^4 e0,{25-314},82,25,47,3,1,key
P^2 d0 i k,{26-320},82,26,44,0,1,key
P^5 D h1 e0,{29-299},82,29,43,0,1,key
P^4 c0 d0^3,{31-281},82,31,45,1,1,structural
P^5 d0^3,{32-274},82,32,44,0,1,key
P^5 h0 d0^3,{33-279},82,33,44,0,1,key
P^5 h0^2 d0^3,{34-267},82,34,44,0,1,key
P^7 j,{35-254},82,35,42,0,1,key
P^7 h0 j,{36-245},82,36,42,0,1,key
P^8 h1 e0,{37-222},82,37,43,0,1,key
P^10 h1^2,{42-163},82,42,42,0,1,key
t h6 g,{5-74},83,5,43,0,1,key
h2 e2,{5-73},83,5,44,0,1,key
h0 h6 g,{6-100},83,6,44,0,1,key
h0^2 h6 g,{7-120},83,7,44,0,1,key
h1 h4 Q3,{7-118},83,7,45,0,1,key
h1^3 h6 e0,{8-138},83,8,45,1,1,key
h1^4 x1,{9-153},83,9,46,1,1,key
h1 g H1,{10-153},83,10,46,0,1,key
D j1,{11-152},83,11,45,1,1,key
g C',{11-154},83,11,46,0,1,key
h1^6 h6 d0,{11-156},83,11,46,1,1,key
