motivic_name,machine_name,stem,Adams filtration,weight,tautorsion,name_occurrence,match_method
P h1^4 h6 c0,{12-166},83,12,45,1,1,key
D^2 h2 d1,{13-182},83,13,44,0,1,key
P^2 h1^4 h6,{13-183},83,13,44,1,1,key
D h1 e1 g,{13-180},83,13,46,1,1,key
h1^2 g B7,{13-181},83,13,47,1,1,key
h2 g B4,{14-189},83,14,46,2,1,key
D^2 m,{15-195},83,15,44,0,2,structural
M h1 e0 g,{15-197},83,15,47,3,1,key
h1^12 h6 c0,{16-215},83,16,49,1,1,key
M P h0 r,{17-243},83,17,44,0,1,key
D^2 h1 e0^2,{17-241},83,17,45,0,1,key
h2 g^4,{17-240},83,17,50,3,1,key
M P h0^2 r,{18-263},83,18,44,0,1,key
h0 h2 g^4,{18-262},83,18,50,2,1,key
M P h0^3 r,{19-279},83,19,44,0,1,key
D c0 e0^3,{19-274},83,19,47,1,1,structural
d0 e0^2 m,{19-278},83,19,48,0,1,key
M P h0^4 r,{20-298},83,20,44,0,1,key
h0 d0 e0^2 m,{20-297},83,20,48,2,1,key
M P^2 c0 d0,{21-305},83,21,45,1,1,key
h1 d0 e0^4,{21-306},83,21,49,3,1,key
M P^3 d0,{22-312},83,22,44,0,1,key
d0^2 i l,{22-320},83,22,46,0,1,key
M P^3 h0 d0,{23-325},83,23,44,0,1,key
M P^3 h0^2 d0,{24-331},83,24,44,0,1,key
D P^2 h1 d0^3,{25-324},83,25,45,0,1,key
P^2 c0 d0^3 e0,{27-321},83,27,47,1,1,structural
P^3 d0^3 e0,{28-315},83,28,46,0,1,key
P^3 h0 d0^3 e0,{29-324},83,29,46,2,1,key
P^3 h0^2 d0^3 e0,{30-316},83,30,46,2,1,key
P^4 d0^2 i,{31-307},83,31,44,0,1,key
P^4 h0 d0^2 i,{32-300},83,32,44,0,1,key
P^5 h1 d0^3,{33-280},83,33,45,0,1,key
P^10 h2,{41-197},83,41,42,0,1,key
P^10 h0 h2,{42-186},83,42,42,0,1,key
P^10 h1^3,{43-163},83,43,43,0,1,key
h2^2 h4 h6,{4-51},84,4,44,0,1,structural
f2,{4-50},84,4,44,0,1,structural
h0 f2,{5-75},84,5,44,0,1,key
t h1 h6 g,{6-101},84,6,44,0,1,structural
h0^2 f2,{6-102},84,6,44,0,1,structural
h0^3 f2,{7-122},84,7,44,0,1,key
h1^2 h4 Q3,{8-139},84,8,46,0,1,key
h2 c1 H1,{9-154},84,9,46,0,1,key
h1^4 h6 e0,{9-155},84,9,46,1,1,key
"P x76,6",{10-156},84,10,45,0,1,key
h1^5 x1,{10-158},84,10,47,1,1,key
h2 g A',{11-157},84,11,46,2,1,key
h1^2 g H1,{11-158},84,11,47,1,1,key
D h1 j1,{12-170},84,12,46,1,1,key
h1^7 h6 d0,{12-172},84,12,47,1,1,key
d1^2 g,{12-167},84,12,48,3,1,key
P h1^5 h6 c0,{13-185},84,13,46,1,1,key
D^2 T,{14-192},84,14,44,0,1,key
P^2 h1^5 h6,{14-194},84,14,45,1,1,key
D h1^2 e1 g,{14-193},84,14,47,1,1,key
D h0^2 B4,{15-202},84,15,44,0,2,structural
M D h1 d0,{15-200},84,15,45,0,1,key
D h0^3 B4,{16-220},84,16,44,0,1,key
D h0^4 B4,{17-249},84,17,44,0,1,key
M c0 d0 e0,{17-246},84,17,47,1,1,key
h1^13 h6 c0,{17-248},84,17,50,1,1,key
D h0^5 B4,{18-269},84,18,44,0,1,key
M P d0 e0,{18-265},84,18,46,0,1,key
d0 m^2,{18-268},84,18,48,0,1,key
D^2 c0 d0^2,{19-280},84,19,45,0,1,key
M P h0 d0 e0,{19-287},84,19,46,0,1,key
M P h0^2 d0 e0,{20-305},84,20,46,0,1,key
P D^2 h0 d0^2,{21-320},84,21,44,0,1,structural
D h1 d0^3 e0,{21-313},84,21,47,0,1,key
P D^2 h0^2 d0^2,{22-329},84,22,44,0,1,structural
M P^3 h1 d0,{23-328},84,23,45,0,1,key
d0^6,{24-332},84,24,48,0,1,key
h0 d0^6,{25-345},84,25,48,2,1,key
h0^2 d0^6,{26-344},84,26,48,2,1,key
P^3 D c0 d0^2,{27-328},84,27,45,1,1,key
P^3 d0^2 l,{27-340},84,27,46,0,1,key
P^3 h0 d0^2 l,{28-340},84,28,46,2,1,key
P^3 h1 d0^3 e0,{29-326},84,29,47,3,1,key
P^4 i k,{30-330},84,30,44,0,1,key
P^6 c0 d0^2,{35-268},84,35,45,1,1,key
P^7 d0^2,{36-258},84,36,44,0,1,key
P^7 h0 d0^2,{37-261},84,37,44,0,1,key
P^7 h0^2 d0^2,{38-248},84,38,44,0,1,key
c3,{3-35},85,3,44,0,1,key
h0 c3,{4-52},85,4,44,0,1,key
h0^2 c3,{5-78},85,5,44,0,1,key
h2 h6 c1,{5-76},85,5,45,0,1,structural
h1 f2,{5-77},85,5,45,0,1,structural
h0^3 c3,{6-104},85,6,44,0,1,key
"x85,6",{6-103},85,6,45,0,1,key
h2 h4 Q3,{7-123},85,7,46,0,1,key
h6 c0 d0,{8-141},85,8,45,1,1,key
h0 h2 h4 Q3,{8-143},85,8,46,0,1,key
P h6 d0,{9-156},85,9,44,0,1,key
h1^3 h4 Q3,{9-157},85,9,47,2,1,key
P h0 h6 d0,{10-163},85,10,44,0,1,key
h1^5 h6 e0,{10-162},85,10,47,1,1,key
h2 g H1,{10-160},85,10,47,2,1,key
P h0^2 h6 d0,{11-165},85,11,44,0,1,key
"P h1 x76,6",{11-163},85,11,46,0,1,key
d1 i1,{11-161},85,11,48,1,1,key
D^2 x,{13-186},85,13,44,0,1,key
D h1^2 j1,{13-190},85,13,47,1,1,key
D h2 e1 g,{13-191},85,13,47,2,1,key
h1^8 h6 d0,{13-192},85,13,48,1,1,key
h1 d1^2 g,{13-187},85,13,49,1,1,key
D^2 h0 x,{14-198},85,14,44,0,1,key
P h1^6 h6 c0,{14-197},85,14,47,1,1,key
M g^2,{14-196},85,14,48,0,1,key
D^2 h0^2 x,{15-207},85,15,44,0,1,key
D^2 h1 T,{15-204},85,15,45,0,1,key
P^2 h1^6 h6,{15-205},85,15,46,1,1,key
M h0 g^2,{15-206},85,15,48,2,1,key
D^2 h0^3 x,{16-226},85,16,44,0,1,key
D^2 e0 g,{16-221},85,16,46,0,2,structural
M D h1^2 d0,{16-223},85,16,46,0,1,structural
M h0^2 g^2,{16-225},85,16,48,2,1,key
t D h1 g^3,{17-252},85,17,48,0,1,key
h1^14 h6 c0,{18-273},85,18,51,1,1,key
M P h1 d0 e0,{19-290},85,19,47,0,1,key
c0 e0 g^3,{19-288},85,19,51,1,1,key
e0^5,{20-306},85,20,50,0,1,key
P D^2 h1 d0^2,{21-322},85,21,45,0,1,key
h0 e0^5,{21-328},85,21,50,2,1,key
h0^2 e0^5,{22-338},85,22,50,2,1,key
P D c0 d0^2 e0,{23-336},85,23,47,1,1,structural
d0^4 k,{23-345},85,23,48,0,1,key
h0 d0^4 k,{24-353},85,24,48,2,1,key
M P^4 c0,{25-347},85,25,45,1,1,key
h1 d0^6,{25-348},85,25,49,3,1,key
M P^5,{26-346},85,26,44,0,1,key
P^3 j m,{26-357},85,26,46,0,1,key
M P^5 h0,{27-354},85,27,44,0,1,key
M P^5 h0^2,{28-354},85,28,44,0,1,key
M P^5 h0^3,{29-352},85,29,44,0,1,key
P^4 D h1 d0^2,{29-339},85,29,45,0,1,key
M P^5 h0^4,{30-344},85,30,44,0,1,key
M P^5 h0^5,{31-335},85,31,44,0,1,key
P^4 c0 d0^2 e0,{31-321},85,31,47,1,1,structural
M P^5 h0^6,{32-328},85,32,44,0,1,key
P^5 d0^2 e0,{32-314},85,32,46,0,1,key
P^5 h0 d0^2 e0,{33-320},85,33,46,0,1,key
P^5 h0^2 d0^2 e0,{34-308},85,34,46,0,1,key
P^6 d0 i,{35-295},85,35,44,0,1,key
P^6 h0 d0 i,{36-286},85,36,44,0,1,key
P^7 h1 d0^2,{37-262},85,37,45,0,1,key
h1 c3,{4-53},86,4,45,0,1,key
h4 h6 c0,{5-79},86,5,45,0,1,key
h1^2 f2,{6-106},86,6,46,0,1,structural
h2 h6 g,{6-105},86,6,46,0,1,structural
"h1 x85,6",{7-125},86,7,46,0,1,structural
h0 h2 h6 g,{7-126},86,7,46,0,1,structural
h6 i,{8-145},86,8,44,0,1,key
h0 h6 i,{9-162},86,9,44,0,1,key
h1 h6 c0 d0,{9-160},86,9,46,1,1,key
h0^2 h6 i,{10-166},86,10,44,0,1,key
P h1 h6 d0,{10-165},86,10,45,0,1,key
h0^3 h6 i,{11-168},86,11,44,0,1,key
t g G0,{11-166},86,11,47,0,1,key
h1^6 h6 e0,{11-167},86,11,48,1,1,key
h0^4 h6 i,{12-182},86,12,44,0,1,key
D^2 e1,{12-175},86,12,45,0,1,key
D h1 B7,{12-178},86,12,46,1,1,key
h2 g C',{12-177},86,12,48,2,1,key
h1 d1 i1,{12-179},86,12,49,1,1,key
h0^5 h6 i,{13-194},86,13,44,0,1,key
D^3 h3^2,{14-200},86,14,44,0,1,key
t B5 g,{14-202},86,14,47,0,1,key
h1^9 h6 d0,{14-204},86,14,49,1,1,key
h1^2 d1^2 g,{14-201},86,14,50,1,1,key
D^3 h0 h3^2,{15-211},86,15,44,0,1,key
P h1^7 h6 c0,{15-209},86,15,48,1,1,key
M h1 g^2,{15-208},86,15,49,3,1,key
P^2 h1^7 h6,{16-230},86,16,47,1,1,key
g n m,{16-228},86,16,49,0,1,key
D^2 h1 e0 g,{17-255},86,17,47,0,1,structural
M D h1^3 d0,{17-257},86,17,47,0,1,structural
h2^2 g^4,{18-277},86,18,52,2,1,key
D c0 e0^2 g,{19-293},86,19,49,1,1,structural
e0^3 m,{19-298},86,19,50,0,1,key
h0 h2^2 g^4,{19-299},86,19,52,1,1,key
h0 e0^3 m,{20-319},86,20,50,2,1,key
h1 e0^5,{21-331},86,21,51,3,1,key
D h2^2 d0^4,{22-348},86,22,48,0,1,key
M P^3 h0 e0,{23-356},86,23,46,0,1,key
M P^3 h0^2 e0,{24-365},86,24,46,0,1,key
D^2 P^3 h0 d0,{25-370},86,25,44,0,1,key
P^2 D h1 d0^2 e0,{25-359},86,25,47,0,1,key
D^2 P^3 h0^2 d0,{26-370},86,26,44,0,1,key
h0 . D^2 P^3 h0^2 d0,{27-368},86,27,44,0,1,key
M P^5 h1,{27-357},86,27,45,0,1,key
h0^2 . D^2 P^3 h0^2 d0,{28-368},86,28,44,0,1,key
P^2 d0^5,{28-355},86,28,48,0,1,key
h0^3 . D^2 P^3 h0^2 d0,{29-367},86,29,44,0,1,key
P^2 h0 d0^5,{29-366},86,29,48,2,1,key
h0^4 . D^2 P^3 h0^2 d0,{30-360},86,30,44,0,1,key
P^2 h0^2 d0^5,{30-359},86,30,48,2,1,key
P^5 D c0 d0,{31-336},86,31,45,0,1,key
P^4 d0^2 j,{31-350},86,31,46,0,1,key
P^4 h0 d0^2 j,{32-343},86,32,46,0,1,key
P^5 h1 d0^2 e0,{33-321},86,33,47,0,1,key
P^8 c0 d0,{39-248},86,39,45,1,1,key
P^9 d0,{40-236},86,40,44,0,1,key
P^9 h0 d0,{41-237},86,41,44,0,1,key
P^9 h0^2 d0,{42-224},86,42,44,0,1,key
h1^2 c3,{5-80},87,5,46,0,1,key
h1 h4 h6 c0,{6-107},87,6,46,0,1,key
"x87,7",{7-127},87,7,45,0,1,key
"h1^2 x85,6",{8-147},87,8,47,1,1,key
g Q3,{9-163},87,9,48,0,1,key
D h1 H1,{10-167},87,10,46,0,1,key
h1^2 h6 c0 d0,{10-168},87,10,47,1,1,key
P h1^2 h6 d0,{11-173},87,11,46,0,1,key
B6 d1,{11-169},87,11,48,1,1,key
P^2 h6 c0,{12-183},87,12,45,0,1,key
t h1 g G0,{12-184},87,12,48,2,1,key
h1^7 h6 e0,{12-185},87,12,49,1,1,key
D^2 h1 e1,{13-197},87,13,46,0,1,key
D h1^2 B7,{13-198},87,13,47,1,1,key
g C'',{13-195},87,13,49,0,1,key
h1^2 d1 i1,{13-199},87,13,50,1,1,key
h1^10 h6 d0,{15-215},87,15,50,1,1,key
P h1^8 h6 c0,{16-233},87,16,49,1,1,key
D^3 h1 d0,{17-262},87,17,45,0,1,key
M c0 e0^2,{17-261},87,17,49,1,1,key
h3 g^4,{17-259},87,17,52,1,1,key
M d0^3,{18-281},87,18,48,0,1,key
D h2^2 e0 g^2,{18-286},87,18,50,0,1,key
D^2 c0 d0 e0,{19-300},87,19,47,1,1,key
M h0 d0^3,{19-306},87,19,48,0,1,key
P D^2 d0 e0,{20-320},87,20,46,0,2,structural
M h0^2 d0^3,{20-328},87,20,48,2,1,key
D h1 d0^2 e0^2,{21-339},87,21,49,0,1,key
d0^5 e0,{24-366},87,24,50,0,1,key
h0 d0^5 e0,{25-382},87,25,50,2,1,key
h0^2 d0^5 e0,{26-383},87,26,50,2,1,key
P^3 D c0 d0 e0,{27-369},87,27,47,1,1,structural
P d0^4 i,{27-382},87,27,48,0,1,key
M P^5 h1^2,{28-372},87,28,46,0,1,key
P h0 d0^4 i,{28-383},87,28,48,2,1,key
P^2 h1 d0^5,{29-369},87,29,49,3,1,key
P^3 d0 i j,{30-374},87,30,46,0,1,key
P^6 D h1 d0,{33-335},87,33,45,0,1,key
P^6 c0 d0 e0,{35-310},87,35,47,1,1,key
P^7 d0 e0,{36-300},87,36,46,0,1,key
P^7 h0 d0 e0,{37-304},87,37,46,0,1,key
P^7 h0^2 d0 e0,{38-291},87,38,46,0,1,key
P^8 i,{39-276},87,39,44,0,1,key
P^8 h0 i,{40-264},87,40,44,0,1,key
P^8 h0^2 i,{41-252},87,41,44,0,1,key
P^9 h1 d0,{41-238},87,41,45,0,1,key
P^8 h0^3 i,{42-238},87,42,44,0,1,key
P^8 h0^4 i,{43-224},87,43,44,0,1,key
P^8 h0^5 i,{44-211},87,44,44,0,1,key
h1^2 h4 h6 c0,{7-129},88,7,47,1,1,key
"h1 x87,7",{8-150},88,8,46,0,1,key
h6 c0 e0,{8-149},88,8,47,1,1,key
g2^2,{8-148},88,8,48,0,1,key
P h6 e0,{9-164},88,9,46,0,1,key
h0 g2^2,{9-166},88,9,48,0,1,key
P h0 h6 e0,{10-172},88,10,46,0,1,key
"x88,10",{10-170},88,10,48,1,1,key
P h0^2 h6 e0,{11-179},88,11,46,0,1,key
D h1^2 H1,{11-176},88,11,47,1,1,key
h1^3 h6 c0 d0,{11-177},88,11,48,1,1,key
h2^2 g H1,{11-175},88,11,49,2,1,key
D^2 f1,{12-187},88,12,46,0,1,key
P h1^3 h6 d0,{12-191},88,12,47,0,1,key
D g2 g,{12-186},88,12,48,0,1,key
h1 B6 d1,{12-188},88,12,49,1,1,key
D^2 h0 f1,{13-203},88,13,46,0,1,structural
P^2 h1 h6 c0,{13-201},88,13,46,0,1,structural
h1^8 h6 e0,{13-202},88,13,50,1,1,key
P^3 h1 h6,{14-207},88,14,45,0,1,key
D^2 h1^2 e1,{14-209},88,14,47,0,1,key
h1 g C'',{14-208},88,14,50,3,1,key
M h2 g^2,{15-217},88,15,50,2,1,key
t D^2 g^2,{16-237},88,16,47,0,1,key
M h0 h2 g^2,{16-238},88,16,50,2,1,key
D^2 h0 g^2,{17-265},88,17,48,2,1,key
P h1^9 h6 c0,{17-268},88,17,50,1,1,key
D^3 h1^2 d0,{18-290},88,18,46,0,1,key
M h0 d0 k + D^2 h0^2 g^2,{18-293},88,18,48,0,1,key
D^2 h0^2 g^2,{18-292},88,18,48,2,1,key
h1 h3 g^4,{18-288},88,18,53,1,1,key
M h1 d0^3,{19-308},88,19,49,0,1,key
D^2 h0 e0 i,{20-335},88,20,46,0,1,key
e0^4 g,{20-329},88,20,52,0,1,key
P D^2 h1 d0 e0,{21-348},88,21,47,0,1,key
h0 e0^4 g,{21-355},88,21,52,2,1,key
h0^2 e0^4 g,{22-367},88,22,52,2,1,key
P D c0 d0 e0^2,{23-367},88,23,49,1,1,structural
d0^4 l,{23-377},88,23,50,0,1,key
h0 d0^4 l,{24-387},88,24,50,2,1,key
P^2 D^2 h1^2 c0 d0,{25-384},88,25,47,1,1,key
h1 d0^5 e0,{25-385},88,25,51,3,1,key
P^3 D^2 h1^2 d0,{26-385},88,26,46,0,1,key
d0^3 i^2,{26-397},88,26,48,0,1,key
M P^5 h2,{27-396},88,27,46,0,1,key
M P^5 h0 h2,{28-398},88,28,46,0,1,key
P^4 d0^4,{32-358},88,32,48,0,1,key
P^4 h0 d0^4,{33-365},88,33,48,2,1,key
P^6 D h1^2 d0,{34-338},88,34,46,0,1,key
P^4 h0^2 d0^4,{34-353},88,34,48,2,1,key
P^6 d0 j,{35-339},88,35,46,0,1,key
P^6 h0 d0 j,{36-330},88,36,46,0,1,key
P^7 h1 d0 e0,{37-305},88,37,47,0,1,key
P^9 h1^2 d0,{42-239},88,42,46,0,1,key
P^10 c0,{43-225},88,43,45,0,1,key
h2^2 h6 g,{7-131},89,7,48,0,1,key
h6 j,{8-151},89,8,46,0,1,key
h0 h2^2 h6 g,{8-152},89,8,48,1,1,key
h0 h6 j,{9-169},89,9,46,0,1,key
h1 h6 c0 e0,{9-168},89,9,48,1,1,key
P h1 h6 e0,{10-176},89,10,47,0,1,key
h3 g H1,{10-175},89,10,49,1,1,key
D^2 c2,{11-183},89,11,46,0,1,key
d1 Q2,{11-180},89,11,48,1,1,key
"h1 x88,10",{11-181},89,11,49,1,1,key
D^2 h0 c2,{12-195},89,12,46,0,1,key
h1^4 h6 c0 d0,{12-193},89,12,49,1,1,key
h2 g G0,{12-192},89,12,50,3,1,key
D^2 h1 f1,{13-205},89,13,47,0,1,key
P h1^4 h6 d0,{13-208},89,13,48,1,1,key
D h1 g2 g,{13-204},89,13,49,1,1,key
h1^2 B6 d1,{13-206},89,13,50,1,1,key
h0 h2 g G0,{13-209},89,13,50,2,1,key
P^2 h1^2 h6 c0,{14-212},89,14,47,1,1,key
h1^9 h6 e0,{14-213},89,14,51,1,1,key
P^3 h1^2 h6,{15-220},89,15,46,0,1,key
h2 B5 g,{15-221},89,15,50,3,1,key
M D h2^2 d0,{16-242},89,16,48,0,1,key
t D^2 h1 g^2,{17-273},89,17,48,2,1,key
D^3 h0^2 e0,{18-298},89,18,46,0,1,key
P h1^10 h6 c0,{18-297},89,18,51,1,1,key
D^3 h1^3 d0,{19-318},89,19,47,0,1,key
D c0 e0 g^2,{19-314},89,19,51,1,1,structural
e0^2 g m,{19-313},89,19,52,0,1,key
h1^2 h3 g^4,{19-316},89,19,54,1,1,key
h0 e0^2 g m,{20-342},89,20,52,2,1,key
M P c0 d0^2,{21-357},89,21,49,1,1,structural
h1 e0^4 g,{21-358},89,21,53,3,1,key
M P^2 d0^2,{22-369},89,22,48,0,1,key
D h2^2 d0^3 e0,{22-378},89,22,50,0,1,key
M P^2 h0 d0^2,{23-388},89,23,48,0,1,key
M P^2 h0^2 d0^2,{24-400},89,24,48,0,1,key
P^3 D^2 h0 e0,{25-407},89,25,46,0,1,key
P D h1 d0^4,{25-396},89,25,49,0,1,key
P^3 D^2 h0^2 e0,{26-410},89,26,46,0,1,key
P^3 D^2 h1^3 d0,{27-399},89,27,47,0,1,key
P^2 d0^4 e0,{28-399},89,28,50,0,1,key
P^2 h0 d0^4 e0,{29-411},89,29,50,2,1,key
P^2 h0^2 d0^4 e0,{30-404},89,30,50,2,1,key
P^5 D c0 e0,{31-380},89,31,47,1,1,key
P^3 d0^3 i,{31-395},89,31,48,0,1,key
P^3 h0 d0^3 i,{32-389},89,32,48,2,1,key
P^4 h1 d0^4,{33-366},89,33,49,3,1,key
P^5 i j,{34-369},89,34,46,0,1,key
P^6 D h1^3 d0,{35-341},89,35,47,0,1,key
P^8 c0 e0,{39-292},89,39,47,1,1,key
P^9 e0,{40-279},89,40,46,0,1,key
P^9 h0 e0,{41-281},89,41,46,0,1,key
P^9 h0^2 e0,{42-267},89,42,46,0,1,key
P^9 h1^3 d0,{43-239},89,43,47,0,1,key
h3 h6 g,{6-109},90,6,48,1,1,key
"x90,10",{10-178},90,10,48,0,1,key
h1^2 h6 c0 e0,{10-182},90,10,49,1,1,key
h2 g Q3,{10-180},90,10,50,2,1,key
"h0 x90,10",{11-188},90,11,48,0,1,key
P h1^2 h6 e0,{11-186},90,11,48,1,1,key
h1 h3 g H1,{11-185},90,11,50,1,1,key
M^2,{12-198},90,12,48,0,1,key
h1 d1 Q2,{12-201},90,12,49,1,1,key
d1 e1 g,{12-197},90,12,51,2,1,key
M^2 h0,{13-213},90,13,48,0,1,key
h1^5 h6 c0 d0,{13-211},90,13,50,1,1,key
P^3 h2 h6,{14-218},90,14,46,0,1,key
M^2 h0^2,{14-219},90,14,48,0,1,key
P h1^5 h6 d0,{14-217},90,14,49,1,1,key
D h1^2 g2 g,{14-216},90,14,50,1,1,key
h2 g C'',{14-214},90,14,51,2,1,key
P^3 h0 h2 h6,{15-226},90,15,46,0,1,key
M^2 h0^3,{15-227},90,15,48,0,1,key
P^2 h1^3 h6 c0,{15-224},90,15,48,1,1,key
M D h1 g,{15-223},90,15,49,0,1,key
h1^10 h6 e0,{15-225},90,15,52,1,1,key
P^3 h1^3 h6,{16-246},90,16,47,0,1,key
M^2 h0^4,{16-247},90,16,48,0,1,key
D^2 h2 c1 g,{16-244},90,16,49,2,1,key
M^2 h0^5,{17-279},90,17,48,0,1,key
M c0 e0 g,{17-275},90,17,51,1,1,key
M^2 h0^6,{18-305},90,18,48,0,1,key
M d0^2 e0,{18-301},90,18,50,0,1,key
g m^2,{18-300},90,18,52,0,1,key
D^2 c0 e0^2,{19-320},90,19,49,1,1,key
M h0 d0^2 e0,{19-327},90,19,50,0,1,key
h0 g m^2,{19-326},90,19,52,1,1,key
D^2 d0^3,{20-343},90,20,48,0,1,key
M h0^2 d0^2 e0,{20-351},90,20,50,2,1,key
D h1 d0 e0^3,{21-366},90,21,51,0,1,key
M P^2 h1 d0^2,{23-391},90,23,49,0,1,key
d0^4 e0^2,{24-401},90,24,52,0,1,key
h0 d0^4 e0^2,{25-420},90,25,52,2,1,key
h0^2 d0^4 e0^2,{26-423},90,26,52,2,1,key
P^2 D c0 d0^3,{27-411},90,27,49,1,1,structural
P d0^4 j,{27-424},90,27,50,0,1,key
P h0 d0^4 j,{28-427},90,28,50,2,1,key
P^2 h1 d0^4 e0,{29-414},90,29,51,3,1,key
P^4 i m,{30-420},90,30,48,0,1,key
P^6 D h1 e0,{33-382},90,33,47,0,1,key
P^5 c0 d0^3,{35-356},90,35,49,1,1,structural
P^6 d0^3,{36-345},90,36,48,0,1,key
P^6 h0 d0^3,{37-350},90,37,48,0,1,key
P^6 h0^2 d0^3,{38-337},90,38,48,0,1,key
P^8 j,{39-322},90,39,46,0,1,key
P^8 h0 j,{40-310},90,40,46,0,1,key
P^9 h1 e0,{41-282},90,41,47,0,1,key
h4^2 D3,{6-110},91,6,48,0,1,key
h1 h3 h6 g,{7-133},91,7,49,1,1,key
"x91,8",{8-154},91,8,48,0,1,key
"h0 x91,8",{9-174},91,9,48,0,1,structural
h6 d0^2,{9-172},91,9,48,0,1,structural
h0 h6 d0^2,{10-185},91,10,48,0,1,key
h1^3 h6 c0 e0,{11-193},91,11,50,1,1,key
d1 j1,{11-190},91,11,51,1,1,key
P h1^3 h6 e0,{12-205},91,12,49,1,1,key
h1^2 h3 g H1,{12-204},91,12,51,1,1,key
"h0^2 x91,11",{13-220},91,13,48,0,1,key
M^2 h1,{13-217},91,13,49,0,1,key
h1^2 d1 Q2,{13-219},91,13,50,1,1,key
h1 d1 e1 g,{13-216},91,13,52,1,1,key
"h0^3 x91,11",{14-223},91,14,48,0,1,key
h1^6 h6 c0 d0,{14-221},91,14,51,1,1,key
"h0^4 x91,11",{15-230},91,15,48,0,1,key
P h1^6 h6 d0,{15-229},91,15,50,1,1,key
"h0^5 x91,11",{16-253},91,16,48,0,1,key
P^2 h1^4 h6 c0,{16-251},91,16,49,1,1,key
M h2^2 g^2,{16-249},91,16,52,2,1,key
h1^11 h6 e0,{16-252},91,16,53,1,1,key
M D c0 d0,{17-283},91,17,49,0,1,key
M d0 l,{17-285},91,17,50,0,1,key
D^2 h2 g^2,{17-280},91,17,50,3,1,key
D h3 g^3,{17-282},91,17,52,1,1,key
g^3 n,{17-281},91,17,53,0,1,key
M h0 d0 l,{18-312},91,18,50,0,1,key
D^2 h0 h2 g^2,{18-311},91,18,50,2,1,key
M h1 d0^2 e0,{19-330},91,19,51,0,1,key
D^2 h0 e0 j,{20-358},91,20,48,0,1,key
d0 e0 g^3,{20-352},91,20,54,0,1,key
D^2 h1 d0^3,{21-375},91,21,49,0,1,key
h0 d0 e0 g^3,{21-382},91,21,54,2,1,key
h0^2 d0 e0 g^3,{22-397},91,22,54,2,1,key
P D c0 e0^3,{23-400},91,23,51,1,1,structural
d0^4 m,{23-409},91,23,52,0,1,key
h0 d0^4 m,{24-423},91,24,52,2,1,key
M P^3 c0 d0,{25-422},91,25,49,1,1,key
h1 d0^4 e0^2,{25-423},91,25,53,3,1,key
M P^4 d0,{26-425},91,26,48,0,1,key
d0^3 i j,{26-438},91,26,50,0,1,key
M P^4 h0 d0,{27-439},91,27,48,0,1,key
M P^4 h0^2 d0,{28-442},91,28,48,0,1,key
P^3 D h1 d0^3,{29-428},91,29,49,0,1,key
P^4 d0^3 e0,{32-406},91,32,50,0,1,key
P^4 h0 d0^3 e0,{33-414},91,33,50,2,1,key
P^4 h0^2 d0^3 e0,{34-402},91,34,50,2,1,key
P^5 d0^2 i,{35-388},91,35,48,0,1,key
P^5 h0 d0^2 i,{36-378},91,36,48,0,1,key
P^6 h1 d0^3,{37-351},91,37,49,0,1,key
g3,{4-54},92,4,48,0,1,key
h0 g3,{5-82},92,5,48,0,1,key
h0^2 g3,{6-112},92,6,48,0,1,key
h0^3 g3,{7-135},92,7,48,0,1,key
h1 h4^2 D3,{7-134},92,7,49,0,1,key
h6 k,{8-155},92,8,48,0,1,structural
h0^4 g3,{8-157},92,8,48,0,1,structural
h1^2 h3 h6 g,{8-156},92,8,50,1,1,key
h0 h6 k,{9-176},92,9,48,0,1,structural
h0^5 g3,{9-177},92,9,48,0,1,structural
"h1 x91,8",{9-175},92,9,49,0,1,key
"x92,10",{10-188},92,10,48,0,1,key
h1 h6 d0^2,{10-189},92,10,49,0,1,key
D1 h1^2 e1,{10-187},92,10,51,1,1,key
"h0 x92,10",{11-198},92,11,48,0,1,key
D h2^2 H1,{11-195},92,11,49,0,1,key
D^2 g2,{12-208},92,12,48,0,1,key
"h1 x91,11",{12-210},92,12,49,0,1,key
h1^4 h6 c0 e0,{12-213},92,12,51,1,1,key
h1 d1 j1,{12-211},92,12,52,1,1,key
D^2 h0 g2,{13-224},92,13,48,0,1,key
P h1^4 h6 e0,{13-222},92,13,50,1,1,key
h2^2 g G0,{13-221},92,13,52,2,1,key
D^2 h0^2 g2,{14-228},92,14,48,0,1,key
M^2 h1^2,{14-226},92,14,50,0,1,structural
m Q2,{14-224},92,14,50,0,1,structural
h1^2 d1 e1 g,{14-225},92,14,53,1,1,key
h1^7 h6 c0 d0,{15-234},92,15,52,1,1,key
M D h2^2 e0,{16-257},92,16,50,0,1,key
d1 g^3,{16-254},92,16,54,4,1,key
P^2 h1^5 h6 c0,{17-290},92,17,50,1,1,key
h1^12 h6 e0,{17-291},92,17,54,1,1,key
D^3 h2^2 d0,{18-316},92,18,48,0,1,key
D h1 h3 g^3,{18-313},92,18,53,1,1,key
M P D h1 d0,{19-335},92,19,49,0,1,key
e0 g^2 m,{19-334},92,19,54,0,1,key
h0 e0 g^2 m,{20-365},92,20,54,2,1,key
M P c0 d0 e0,{21-384},92,21,51,1,1,structural
h1 d0 e0 g^3,{21-385},92,21,55,3,1,key
M P^2 d0 e0,{22-399},92,22,50,0,1,key
