stem,Adams filtration,weight,tautorsion,side,name,name_occurrence
110,11,60,0,machine,{11-266},1
110,11,60,0,machine,{11-268},1
110,14,60,1,motivic,"h1 y109,13",1
110,14,60,1,motivic,"x110,14",1
110,14,60,1,machine,{14-326},1
110,14,60,1,machine,{14-333},1
110,15,60,1,motivic,D h1^6 h6 e0,1
110,15,60,1,motivic,h1^2 h6 d0^2 e0,1
110,15,60,1,machine,{15-352},1
110,15,60,1,machine,{15-353},1
110,16,57,0,motivic,D^2 C0,1
110,16,57,0,motivic,D^3 e1,1
110,16,57,0,machine,{16-384},1
110,16,57,0,machine,{16-385},1
110,18,58,0,motivic,M D^2 e0 again,1
110,18,58,0,motivic,M D^2 e0,2
110,18,58,0,machine,{18-448},1
110,18,62,1,motivic,D^2 h1^2 g^2 g2,1
110,18,62,1,machine,{18-453},1
110,18,62,1,machine,{18-458},1
110,19,58,0,motivic,M D^2 h0 e0,1
110,19,58,0,motivic,P D D1 j,1
110,19,58,0,machine,{19-486},1
110,19,58,0,machine,{19-488},1
