stem,Adams filtration,weight,tautorsion,side,name,name_occurrence
0,4,0,0,machine,{4-0},1
0,5,0,0,machine,{5-0},1
0,6,0,0,machine,{6-0},1
0,7,0,0,machine,{7-0},1
0,8,0,0,machine,{8-0},1
0,9,0,0,machine,{9-0},1
0,10,0,0,machine,{10-0},1
0,11,0,0,machine,{11-0},1
0,12,0,0,machine,{12-0},1
0,13,0,0,machine,{13-0},1
0,14,0,0,machine,{14-0},1
0,15,0,0,machine,{15-0},1
0,16,0,0,machine,{16-0},1
0,17,0,0,machine,{17-0},1
0,18,0,0,machine,{18-0},1
0,19,0,0,machine,{19-0},1
0,20,0,0,machine,{20-0},1
0,21,0,0,machine,{21-0},1
0,22,0,0,machine,{22-0},1
0,23,0,0,machine,{23-0},1
0,24,0,0,machine,{24-0},1
0,25,0,0,machine,{25-0},1
0,26,0,0,machine,{26-0},1
0,27,0,0,machine,{27-0},1
0,28,0,0,machine,{28-0},1
0,29,0,0,machine,{29-0},1
0,30,0,0,machine,{30-0},1
0,31,0,0,machine,{31-0},1
0,32,0,0,machine,{32-0},1
0,33,0,0,machine,{33-0},1
0,34,0,0,machine,{34-0},1
0,35,0,0,machine,{35-0},1
0,36,0,0,machine,{36-0},1
0,37,0,0,machine,{37-0},1
0,38,0,0,machine,{38-0},1
0,39,0,0,machine,{39-0},1
0,40,0,0,machine,{40-0},1
0,41,0,0,machine,{41-0},1
0,42,0,0,machine,{42-0},1
0,43,0,0,machine,{43-0},1
0,44,0,0,machine,{44-0},1
0,45,0,0,machine,{45-0},1
0,46,0,0,machine,{46-0},1
0,47,0,0,machine,{47-0},1
0,48,0,0,machine,{48-0},1
0,49,0,0,machine,{49-0},1
0,50,0,0,machine,{50-0},1
0,51,0,0,machine,{51-0},1
0,52,0,0,machine,{52-0},1
0,53,0,0,machine,{53-0},1
0,54,0,0,machine,{54-0},1
0,55,0,0,machine,{55-0},1
0,56,0,0,machine,{56-0},1
0,57,0,0,machine,{57-0},1
0,58,0,0,machine,{58-0},1
0,59,0,0,machine,{59-0},1
0,60,0,0,machine,{60-0},1
0,61,0,0,machine,{61-0},1
0,62,0,0,machine,{62-0},1
0,63,0,0,machine,{63-0},1
0,64,0,0,machine,{64-0},1
0,65,0,0,machine,{65-0},1
5,5,5,1,machine,{5-1},1
6,6,6,1,machine,{6-1},1
7,7,7,1,machine,{7-1},1
8,8,8,1,machine,{8-1},1
9,9,9,1,machine,{9-1},1
10,5,7,1,machine,{5-4},1
10,10,10,1,machine,{10-1},1
11,6,8,1,machine,{6-4},1
11,11,11,1,machine,{11-1},1
12,7,9,1,machine,{7-4},1
12,8,8,1,machine,{8-3},1
12,12,12,1,machine,{12-1},1
13,8,10,1,machine,{8-4},1
13,9,9,1,machine,{9-3},1
13,13,13,1,machine,{13-1},1
14,9,11,1,machine,{9-4},1
14,10,10,1,machine,{10-3},1
14,14,14,1,machine,{14-1},1
15,10,12,1,machine,{10-4},1
15,11,11,1,machine,{11-3},1
15,15,15,1,machine,{15-1},1
16,11,13,1,machine,{11-4},1
16,12,12,1,machine,{12-3},1
16,16,16,1,machine,{16-1},1
17,12,14,1,machine,{12-4},1
17,13,13,1,machine,{13-3},1
17,17,17,1,machine,{17-1},1
18,8,12,1,machine,{8-9},1
18,9,11,1,machine,{9-8},1
18,13,15,1,machine,{13-4},1
18,14,14,1,machine,{14-3},1
18,18,18,1,machine,{18-1},1
19,6,12,1,machine,{6-11},1
19,9,13,1,machine,{9-9},1
19,10,12,1,machine,{10-8},1
19,14,16,1,machine,{14-4},1
19,15,15,1,machine,{15-3},1
19,19,19,1,machine,{19-1},1
20,7,13,1,machine,{7-11},1
20,10,14,1,machine,{10-10},1
20,11,13,1,machine,{11-8},1
20,12,12,1,machine,{12-7},1
20,15,17,1,machine,{15-4},1
20,16,16,1,machine,{16-3},1
20,20,20,1,machine,{20-1},1
21,8,14,1,machine,{8-12},1
21,11,15,1,machine,{11-10},1
21,12,14,1,machine,{12-8},1
21,13,13,1,machine,{13-7},1
21,16,18,1,machine,{16-4},1
21,17,17,1,machine,{17-3},1
21,21,21,1,machine,{21-1},1
22,9,15,1,machine,{9-13},1
22,12,16,1,machine,{12-10},1
22,13,15,1,machine,{13-8},1
22,14,14,1,machine,{14-7},1
22,17,19,1,machine,{17-4},1
22,18,18,1,machine,{18-3},1
22,22,22,1,machine,{22-1},1
23,8,14,1,machine,{8-14},1
23,10,16,1,machine,{10-14},1
23,13,17,1,machine,{13-10},1
23,14,16,1,machine,{14-8},1
23,15,15,1,machine,{15-7},1
23,18,20,1,machine,{18-4},1
23,19,19,1,machine,{19-3},1
23,23,23,1,machine,{23-1},1
24,9,15,1,machine,{9-17},1
24,11,17,1,machine,{11-15},1
24,14,18,1,machine,{14-10},1
24,15,17,1,machine,{15-8},1
24,16,16,1,machine,{16-7},1
24,19,21,1,machine,{19-4},1
24,20,20,1,machine,{20-3},1
24,24,24,1,machine,{24-1},1
25,10,16,1,machine,{10-17},1
25,12,18,1,machine,{12-15},1
25,15,19,1,machine,{15-10},1
25,16,18,1,machine,{16-8},1
25,17,17,1,machine,{17-7},1
25,20,22,1,machine,{20-4},1
25,21,21,1,machine,{21-3},1
25,25,25,1,machine,{25-1},1
26,8,16,1,machine,{8-19},1
26,11,17,1,machine,{11-17},1
26,12,16,1,machine,{12-16},1
26,13,15,1,machine,{13-14},1
26,13,19,1,machine,{13-15},1
26,16,20,1,machine,{16-10},1
26,17,19,1,machine,{17-8},1
26,18,18,1,machine,{18-7},1
26,21,23,1,machine,{21-4},1
26,22,22,1,machine,{22-3},1
26,26,26,1,machine,{26-1},1
27,9,17,1,machine,{9-22},1
27,10,16,1,machine,{10-20},1
27,12,18,1,machine,{12-18},1
27,13,17,1,machine,{13-16},1
27,14,16,1,machine,{14-14},1
27,14,20,1,machine,{14-15},1
27,17,21,1,machine,{17-10},1
27,18,20,1,machine,{18-8},1
27,19,19,1,machine,{19-7},1
27,22,24,1,machine,{22-4},1
27,23,23,1,machine,{23-3},1
27,27,27,1,machine,{27-1},1
28,10,18,1,machine,{10-22},1
28,11,17,1,machine,{11-20},1
28,13,19,1,machine,{13-19},1
28,14,18,1,machine,{14-17},1
28,15,17,1,machine,{15-14},1
28,15,21,1,machine,{15-15},1
28,16,16,1,machine,{16-12},1
28,18,22,1,machine,{18-10},1
28,19,21,1,machine,{19-8},1
28,20,20,1,machine,{20-7},1
28,23,25,1,machine,{23-4},1
28,24,24,1,machine,{24-3},1
28,28,28,1,machine,{28-1},1
29,11,19,1,machine,{11-22},1
29,12,18,1,machine,{12-21},1
29,14,20,1,machine,{14-19},1
29,15,19,1,machine,{15-17},1
29,16,18,1,machine,{16-14},1
29,16,22,1,machine,{16-15},1
29,17,17,1,machine,{17-12},1
29,19,23,1,machine,{19-10},1
29,20,22,1,machine,{20-8},1
29,21,21,1,machine,{21-7},1
29,24,26,1,machine,{24-4},1
29,25,25,1,machine,{25-3},1
29,29,29,1,machine,{29-1},1
30,10,18,1,machine,{10-25},1
30,12,20,1,machine,{12-24},1
30,13,19,1,machine,{13-22},1
30,15,21,1,machine,{15-19},1
30,16,20,1,machine,{16-17},1
30,17,19,1,machine,{17-14},1
30,17,23,1,machine,{17-15},1
30,18,18,1,machine,{18-12},1
30,20,24,1,machine,{20-10},1
30,21,23,1,machine,{21-8},1
30,22,22,1,machine,{22-7},1
30,25,27,1,machine,{25-4},1
30,26,26,1,machine,{26-3},1
30,30,30,1,machine,{30-1},1
31,11,19,1,machine,{11-25},1
31,12,18,1,machine,{12-25},1
31,13,21,1,machine,{13-26},1
31,14,20,1,machine,{14-23},1
31,16,22,1,machine,{16-19},1
31,17,21,1,machine,{17-17},1
31,18,20,1,machine,{18-14},1
31,18,24,1,machine,{18-15},1
31,19,19,1,machine,{19-12},1
31,21,25,1,machine,{21-10},1
31,22,24,1,machine,{22-8},1
31,23,23,1,machine,{23-7},1
31,26,28,1,machine,{26-4},1
31,27,27,1,machine,{27-3},1
31,31,31,1,machine,{31-1},1
32,12,20,1,machine,{12-28},1
32,13,19,1,machine,{13-28},1
32,14,22,1,machine,{14-27},1
32,15,21,1,machine,{15-24},1
32,17,23,1,machine,{17-19},1
32,18,22,1,machine,{18-17},1
32,19,21,1,machine,{19-14},1
32,19,25,1,machine,{19-15},1
32,20,20,1,machine,{20-12},1
32,22,26,1,machine,{22-10},1
32,23,25,1,machine,{23-8},1
32,24,24,1,machine,{24-7},1
32,27,29,1,machine,{27-4},1
32,28,28,1,machine,{28-3},1
32,32,32,1,machine,{32-1},1
33,10,20,1,machine,{10-31},1
33,13,21,1,machine,{13-30},1
33,14,20,1,machine,{14-28},1
33,15,23,1,machine,{15-27},1
33,16,22,1,machine,{16-24},1
33,18,24,1,machine,{18-19},1
33,19,23,1,machine,{19-17},1
33,20,22,1,machine,{20-14},1
33,20,26,1,machine,{20-15},1
33,21,21,1,machine,{21-12},1
33,23,27,1,machine,{23-10},1
33,24,26,1,machine,{24-8},1
33,25,25,1,machine,{25-7},1
33,28,30,1,machine,{28-4},1
33,29,29,1,machine,{29-3},1
33,33,33,1,machine,{33-1},1
34,11,21,1,machine,{11-31},1
34,12,20,1,machine,{12-32},1
34,14,22,1,machine,{14-31},1
34,15,21,1,machine,{15-28},1
34,16,20,1,machine,{16-26},1
34,16,24,1,machine,{16-27},1
34,17,19,1,machine,{17-23},1
34,17,23,1,machine,{17-24},1
34,19,25,1,machine,{19-19},1
34,20,24,1,machine,{20-17},1
34,21,23,1,machine,{21-14},1
34,21,27,1,machine,{21-15},1
34,22,22,1,machine,{22-12},1
34,24,28,1,machine,{24-10},1
34,25,27,1,machine,{25-8},1
34,26,26,1,machine,{26-7},1
34,29,31,1,machine,{29-4},1
34,30,30,1,machine,{30-3},1
34,34,34,1,machine,{34-1},1
35,12,22,1,machine,{12-35},1
35,13,21,1,machine,{13-35},1
35,14,20,1,machine,{14-33},1
35,15,23,1,machine,{15-31},1
35,16,22,1,machine,{16-29},1
35,17,21,1,machine,{17-26},1
35,17,25,1,machine,{17-27},1
35,18,20,1,machine,{18-23},1
35,18,24,1,machine,{18-24},1
35,20,26,1,machine,{20-19},1
35,21,25,1,machine,{21-17},1
35,22,24,1,machine,{22-14},1
35,22,28,1,machine,{22-15},1
35,23,23,1,machine,{23-12},1
35,25,29,1,machine,{25-10},1
35,26,28,1,machine,{26-8},1
35,27,27,1,machine,{27-7},1
35,30,32,1,machine,{30-4},1
35,31,31,1,machine,{31-3},1
35,35,35,1,machine,{35-1},1
36,10,22,1,machine,{10-35},1
36,13,23,1,machine,{13-38},1
36,14,22,1,machine,{14-35},1
36,15,21,1,machine,{15-33},1
36,16,24,1,machine,{16-32},1
36,17,23,1,machine,{17-30},1
36,18,22,1,machine,{18-27},1
36,18,26,1,machine,{18-28},1
36,19,21,1,machine,{19-23},1
36,19,25,1,machine,{19-24},1
36,20,20,1,machine,{20-21},1
36,21,27,1,machine,{21-19},1
36,22,26,1,machine,{22-17},1
36,23,25,1,machine,{23-14},1
36,23,29,1,machine,{23-15},1
36,24,24,1,machine,{24-12},1
36,26,30,1,machine,{26-10},1
36,27,29,1,machine,{27-8},1
36,28,28,1,machine,{28-7},1
36,31,33,1,machine,{31-4},1
36,32,32,1,machine,{32-3},1
36,36,36,1,machine,{36-1},1
37,11,23,1,machine,{11-36},1
37,12,22,1,machine,{12-38},1
37,14,24,1,machine,{14-39},1
37,15,23,1,machine,{15-35},1
37,16,22,1,machine,{16-34},1
37,17,25,1,machine,{17-33},1
37,18,24,1,machine,{18-30},1
37,19,23,1,machine,{19-27},1
37,19,27,1,machine,{19-28},1
37,20,22,1,machine,{20-23},1
37,20,26,1,machine,{20-24},1
37,21,21,1,machine,{21-21},1
37,22,28,1,machine,{22-19},1
37,23,27,1,machine,{23-17},1
37,24,26,1,machine,{24-14},1
37,24,30,1,machine,{24-15},1
37,25,25,1,machine,{25-12},1
37,27,31,1,machine,{27-10},1
37,28,30,1,machine,{28-8},1
37,29,29,1,machine,{29-7},1
37,32,34,1,machine,{32-4},1
37,33,33,1,machine,{33-3},1
37,37,37,1,machine,{37-1},1
38,12,24,1,machine,{12-41},1
38,13,23,1,machine,{13-42},1
38,14,22,1,machine,{14-40},1
38,15,25,1,machine,{15-39},1
38,16,24,1,machine,{16-37},1
38,17,23,1,machine,{17-35},1
38,18,26,1,machine,{18-33},1
38,19,25,1,machine,{19-30},1
38,20,24,1,machine,{20-27},1
38,20,28,1,machine,{20-28},1
38,21,23,1,machine,{21-23},1
38,21,27,1,machine,{21-24},1
38,22,22,1,machine,{22-21},1
38,23,29,1,machine,{23-19},1
38,24,28,1,machine,{24-17},1
38,25,27,1,machine,{25-14},1
38,25,31,1,machine,{25-15},1
38,26,26,1,machine,{26-12},1
38,28,32,1,machine,{28-10},1
38,29,31,1,machine,{29-8},1
38,30,30,1,machine,{30-7},1
38,33,35,1,machine,{33-4},1
38,34,34,1,machine,{34-3},1
38,38,38,1,machine,{38-1},1
39,10,24,1,machine,{10-39},1
39,13,25,1,machine,{13-45},1
39,14,24,1,machine,{14-43},1
39,15,23,1,machine,{15-40},1
39,16,22,1,machine,{16-39},1
39,16,26,1,machine,{16-41},1
39,17,25,1,machine,{17-39},1
39,18,24,1,machine,{18-36},1
39,19,27,1,machine,{19-33},1
39,20,26,1,machine,{20-30},1
39,21,25,1,machine,{21-27},1
39,21,29,1,machine,{21-28},1
39,22,24,1,machine,{22-23},1
39,22,28,1,machine,{22-24},1
39,23,23,1,machine,{23-21},1
39,24,30,1,machine,{24-19},1
39,25,29,1,machine,{25-17},1
39,26,28,1,machine,{26-14},1
39,26,32,1,machine,{26-15},1
39,27,27,1,machine,{27-12},1
39,29,33,1,machine,{29-10},1
39,30,32,1,machine,{30-8},1
39,31,31,1,machine,{31-7},1
39,34,36,1,machine,{34-4},1
39,35,35,1,machine,{35-3},1
39,39,39,1,machine,{39-1},1
40,11,25,1,machine,{11-41},1
40,12,24,1,machine,{12-44},1
40,14,26,1,machine,{14-47},1
40,15,25,1,machine,{15-44},1
40,16,24,1,machine,{16-43},1
40,17,23,1,machine,{17-42},1
40,17,27,1,machine,{17-44},1
40,18,26,1,machine,{18-40},1
40,19,25,1,machine,{19-37},1
40,20,28,1,machine,{20-34},1
40,21,27,1,machine,{21-30},1
40,22,26,1,machine,{22-27},1
40,22,30,1,machine,{22-28},1
40,23,25,1,machine,{23-23},1
40,23,29,1,machine,{23-24},1
40,24,24,1,machine,{24-21},1
40,25,31,1,machine,{25-19},1
40,26,30,1,machine,{26-17},1
40,27,29,1,machine,{27-14},1
40,27,33,1,machine,{27-15},1
40,28,28,1,machine,{28-12},1
40,30,34,1,machine,{30-10},1
40,31,33,1,machine,{31-8},1
40,32,32,1,machine,{32-7},1
40,35,37,1,machine,{35-4},1
40,36,36,1,machine,{36-3},1
40,40,40,1,machine,{40-1},1
41,12,26,1,machine,{12-47},1
41,13,25,1,machine,{13-49},1
41,14,24,1,machine,{14-48},1
41,15,27,1,machine,{15-48},1
41,16,26,1,machine,{16-47},1
41,17,25,1,machine,{17-45},1
41,18,24,1,machine,{18-42},1
41,18,28,1,machine,{18-44},1
41,19,27,1,machine,{19-40},1
41,20,26,1,machine,{20-37},1
41,21,29,1,machine,{21-34},1
41,22,28,1,machine,{22-30},1
41,23,27,1,machine,{23-27},1
41,23,31,1,machine,{23-28},1
41,24,26,1,machine,{24-23},1
41,24,30,1,machine,{24-24},1
41,25,25,1,machine,{25-21},1
41,26,32,1,machine,{26-19},1
41,27,31,1,machine,{27-17},1
41,28,30,1,machine,{28-14},1
41,28,34,1,machine,{28-15},1
41,29,29,1,machine,{29-12},1
41,31,35,1,machine,{31-10},1
41,32,34,1,machine,{32-8},1
41,33,33,1,machine,{33-7},1
41,36,38,1,machine,{36-4},1
41,37,37,1,machine,{37-3},1
41,41,41,1,machine,{41-1},1
42,12,24,1,machine,{12-50},1
42,13,27,1,machine,{13-52},1
42,14,26,1,machine,{14-51},1
42,15,25,1,machine,{15-49},1
42,16,24,1,machine,{16-49},1
42,16,28,1,machine,{16-51},1
42,17,27,1,machine,{17-50},1
42,18,26,1,machine,{18-46},1
42,19,25,1,machine,{19-42},1
42,19,29,1,machine,{19-44},1
42,20,24,1,machine,{20-39},1
42,20,28,1,machine,{20-40},1
42,21,23,1,machine,{21-36},1
42,21,27,1,machine,{21-37},1
42,22,30,1,machine,{22-34},1
42,23,29,1,machine,{23-30},1
42,24,28,1,machine,{24-27},1
42,24,32,1,machine,{24-28},1
42,25,27,1,machine,{25-23},1
42,25,31,1,machine,{25-24},1
42,26,26,1,machine,{26-21},1
42,27,33,1,machine,{27-19},1
42,28,32,1,machine,{28-17},1
42,29,31,1,machine,{29-14},1
42,29,35,1,machine,{29-15},1
42,30,30,1,machine,{30-12},1
42,32,36,1,machine,{32-10},1
42,33,35,1,machine,{33-8},1
42,34,34,1,machine,{34-7},1
42,37,39,1,machine,{37-4},1
42,38,38,1,machine,{38-3},1
42,42,42,1,machine,{42-1},1
43,10,24,1,machine,{10-46},1
43,12,26,1,machine,{12-51},1
43,13,25,1,machine,{13-56},1
43,14,28,1,machine,{14-55},1
43,15,27,1,machine,{15-53},1
43,16,26,1,machine,{16-53},1
43,17,25,1,machine,{17-52},1
43,17,29,1,machine,{17-54},1
43,18,24,1,machine,{18-48},1
43,18,28,1,machine,{18-50},1
43,19,27,1,machine,{19-46},1
43,20,26,1,machine,{20-43},1
43,20,30,1,machine,{20-45},1
43,21,25,1,machine,{21-39},1
43,21,29,1,machine,{21-40},1
43,22,24,1,machine,{22-36},1
43,22,28,1,machine,{22-37},1
43,23,31,1,machine,{23-34},1
43,24,30,1,machine,{24-30},1
43,25,29,1,machine,{25-27},1
43,25,33,1,machine,{25-28},1
43,26,28,1,machine,{26-23},1
43,26,32,1,machine,{26-24},1
43,27,27,1,machine,{27-21},1
43,28,34,1,machine,{28-19},1
43,29,33,1,machine,{29-17},1
43,30,32,1,machine,{30-14},1
43,30,36,1,machine,{30-15},1
43,31,31,1,machine,{31-12},1
43,33,37,1,machine,{33-10},1
43,34,36,1,machine,{34-8},1
43,35,35,1,machine,{35-7},1
43,38,40,1,machine,{38-4},1
43,39,39,1,machine,{39-3},1
43,43,43,1,machine,{43-1},1
44,11,25,1,machine,{11-50},1
44,13,27,1,machine,{13-57},1
44,14,26,1,machine,{14-56},1
44,14,26,1,machine,{14-58},1
44,15,29,1,machine,{15-57},1
44,16,28,1,machine,{16-57},1
44,17,27,1,machine,{17-56},1
44,18,26,1,machine,{18-52},1
44,18,30,1,machine,{18-54},1
44,19,25,1,machine,{19-48},1
44,19,29,1,machine,{19-50},1
44,20,28,1,machine,{20-47},1
44,21,27,1,machine,{21-44},1
44,21,31,1,machine,{21-46},1
44,22,26,1,machine,{22-40},1
44,22,30,1,machine,{22-41},1
44,23,25,1,machine,{23-36},1
44,23,29,1,machine,{23-37},1
44,24,24,1,machine,{24-32},1
44,24,32,1,machine,{24-34},1
44,25,31,1,machine,{25-30},1
44,26,30,1,machine,{26-27},1
44,26,34,1,machine,{26-28},1
44,27,29,1,machine,{27-23},1
44,27,33,1,machine,{27-24},1
44,28,28,1,machine,{28-21},1
44,29,35,1,machine,{29-19},1
44,30,34,1,machine,{30-17},1
44,31,33,1,machine,{31-14},1
44,31,37,1,machine,{31-15},1
44,32,32,1,machine,{32-12},1
44,34,38,1,machine,{34-10},1
44,35,37,1,machine,{35-8},1
44,36,36,1,machine,{36-7},1
44,39,41,1,machine,{39-4},1
44,40,40,1,machine,{40-3},1
44,44,44,1,machine,{44-1},1
45,12,26,1,machine,{12-57},1
45,14,28,1,machine,{14-60},1
45,15,27,1,machine,{15-58},1
45,15,27,1,machine,{15-60},1
45,16,26,1,machine,{16-59},1
45,16,30,1,machine,{16-61},1
45,17,29,1,machine,{17-61},1
45,18,28,1,machine,{18-57},1
45,19,27,1,machine,{19-52},1
45,19,31,1,machine,{19-54},1
45,20,26,1,machine,{20-49},1
45,20,30,1,machine,{20-51},1
45,21,29,1,machine,{21-48},1
45,22,28,1,machine,{22-44},1
45,22,32,1,machine,{22-46},1
45,23,27,1,machine,{23-40},1
45,23,31,1,machine,{23-41},1
45,24,26,1,machine,{24-36},1
45,24,30,1,machine,{24-37},1
45,25,25,1,machine,{25-32},1
45,25,33,1,machine,{25-34},1
45,26,32,1,machine,{26-30},1
45,27,31,1,machine,{27-27},1
45,27,35,1,machine,{27-28},1
45,28,30,1,machine,{28-23},1
45,28,34,1,machine,{28-24},1
45,29,29,1,machine,{29-21},1
45,30,36,1,machine,{30-19},1
45,31,35,1,machine,{31-17},1
45,32,34,1,machine,{32-14},1
45,32,38,1,machine,{32-15},1
45,33,33,1,machine,{33-12},1
45,35,39,1,machine,{35-10},1
45,36,38,1,machine,{36-8},1
45,37,37,1,machine,{37-7},1
45,40,42,1,machine,{40-4},1
45,41,41,1,machine,{41-3},1
45,45,45,1,machine,{45-1},1
46,12,28,1,machine,{12-59},1
46,13,27,1,machine,{13-64},1
46,15,29,1,machine,{15-63},1
46,16,28,1,machine,{16-63},1
46,16,28,1,machine,{16-65},1
46,17,27,1,machine,{17-63},1
46,17,31,1,machine,{17-65},1
46,18,26,1,machine,{18-59},1
46,18,30,1,machine,{18-61},1
46,19,29,1,machine,{19-57},1
46,20,28,1,machine,{20-54},1
46,20,32,1,machine,{20-56},1
46,21,27,1,machine,{21-50},1
46,21,31,1,machine,{21-52},1
46,22,30,1,machine,{22-48},1
46,23,29,1,machine,{23-44},1
46,23,33,1,machine,{23-46},1
46,24,28,1,machine,{24-40},1
46,24,32,1,machine,{24-41},1
46,25,27,1,machine,{25-36},1
46,25,31,1,machine,{25-37},1
46,26,26,1,machine,{26-32},1
46,26,34,1,machine,{26-34},1
46,27,33,1,machine,{27-30},1
46,28,32,1,machine,{28-27},1
46,28,36,1,machine,{28-28},1
46,29,31,1,machine,{29-23},1
46,29,35,1,machine,{29-24},1
46,30,30,1,machine,{30-21},1
46,31,37,1,machine,{31-19},1
46,32,36,1,machine,{32-17},1
46,33,35,1,machine,{33-14},1
46,33,39,1,machine,{33-15},1
46,34,34,1,machine,{34-12},1
46,36,40,1,machine,{36-10},1
46,37,39,1,machine,{37-8},1
46,38,38,1,machine,{38-7},1
46,41,43,1,machine,{41-4},1
46,42,42,1,machine,{42-3},1
46,46,46,1,machine,{46-1},1
47,12,26,1,machine,{12-61},1
47,13,29,1,machine,{13-67},1
47,14,28,1,machine,{14-66},1
47,14,28,1,machine,{14-68},1
47,16,30,1,machine,{16-69},1
47,17,29,1,machine,{17-68},1
47,17,29,1,machine,{17-70},1
47,18,28,1,machine,{18-64},1
47,18,32,1,machine,{18-66},1
47,19,27,1,machine,{19-59},1
47,19,31,1,machine,{19-61},1
47,20,26,1,machine,{20-57},1
47,20,30,1,machine,{20-59},1
47,21,29,1,machine,{21-56},1
47,21,33,1,machine,{21-58},1
47,22,28,1,machine,{22-51},1
47,22,32,1,machine,{22-53},1
47,23,31,1,machine,{23-48},1
47,24,30,1,machine,{24-44},1
47,24,34,1,machine,{24-46},1
47,25,29,1,machine,{25-40},1
47,25,33,1,machine,{25-41},1
47,26,28,1,machine,{26-36},1
47,26,32,1,machine,{26-37},1
47,27,27,1,machine,{27-32},1
47,27,35,1,machine,{27-34},1
47,28,34,1,machine,{28-30},1
47,29,33,1,machine,{29-27},1
47,29,37,1,machine,{29-28},1
47,30,32,1,machine,{30-23},1
47,30,36,1,machine,{30-24},1
47,31,31,1,machine,{31-21},1
47,32,38,1,machine,{32-19},1
47,33,37,1,machine,{33-17},1
47,34,36,1,machine,{34-14},1
47,34,40,1,machine,{34-15},1
47,35,35,1,machine,{35-12},1
47,37,41,1,machine,{37-10},1
47,38,40,1,machine,{38-8},1
47,39,39,1,machine,{39-7},1
47,42,44,1,machine,{42-4},1
47,43,43,1,machine,{43-3},1
47,47,47,1,machine,{47-1},1
48,13,27,1,machine,{13-70},1
48,14,30,1,machine,{14-72},1
48,15,29,1,machine,{15-70},1
48,15,29,1,machine,{15-72},1
48,16,28,1,machine,{16-72},1
48,17,31,1,machine,{17-75},1
48,18,30,1,machine,{18-70},1
48,18,30,1,machine,{18-72},1
48,19,29,1,machine,{19-65},1
48,19,33,1,machine,{19-67},1
48,20,28,1,machine,{20-62},1
48,20,32,1,machine,{20-64},1
48,21,27,1,machine,{21-60},1
48,21,31,1,machine,{21-62},1
48,22,30,1,machine,{22-57},1
48,22,34,1,machine,{22-59},1
48,23,29,1,machine,{23-52},1
48,23,33,1,machine,{23-54},1
48,24,32,1,machine,{24-49},1
48,25,31,1,machine,{25-44},1
48,25,35,1,machine,{25-46},1
48,26,30,1,machine,{26-40},1
48,26,34,1,machine,{26-41},1
48,27,29,1,machine,{27-36},1
48,27,33,1,machine,{27-37},1
48,28,28,1,machine,{28-32},1
48,28,36,1,machine,{28-34},1
48,29,35,1,machine,{29-30},1
48,30,34,1,machine,{30-27},1
48,30,38,1,machine,{30-28},1
48,31,33,1,machine,{31-23},1
48,31,37,1,machine,{31-24},1
48,32,32,1,machine,{32-21},1
48,33,39,1,machine,{33-19},1
48,34,38,1,machine,{34-17},1
48,35,37,1,machine,{35-14},1
48,35,41,1,machine,{35-15},1
48,36,36,1,machine,{36-12},1
48,38,42,1,machine,{38-10},1
48,39,41,1,machine,{39-8},1
48,40,40,1,machine,{40-7},1
48,43,45,1,machine,{43-4},1
48,44,44,1,machine,{44-3},1
48,48,48,1,machine,{48-1},1
49,10,28,1,machine,{10-58},1
49,14,28,1,machine,{14-75},1
49,15,31,1,machine,{15-76},1
49,16,30,1,machine,{16-76},1
49,16,30,1,machine,{16-78},1
49,17,29,1,machine,{17-77},1
49,18,28,1,machine,{18-73},1
49,18,32,1,machine,{18-75},1
49,19,31,1,machine,{19-70},1
49,19,31,1,machine,{19-72},1
49,20,30,1,machine,{20-68},1
49,20,34,1,machine,{20-70},1
49,21,29,1,machine,{21-64},1
49,21,33,1,machine,{21-66},1
49,22,28,1,machine,{22-60},1
49,22,32,1,machine,{22-62},1
49,23,31,1,machine,{23-57},1
49,23,35,1,machine,{23-59},1
49,24,30,1,machine,{24-52},1
49,24,34,1,machine,{24-54},1
49,25,33,1,machine,{25-49},1
49,26,32,1,machine,{26-44},1
49,26,36,1,machine,{26-46},1
49,27,31,1,machine,{27-40},1
49,27,35,1,machine,{27-41},1
49,28,30,1,machine,{28-36},1
49,28,34,1,machine,{28-37},1
49,29,29,1,machine,{29-32},1
49,29,37,1,machine,{29-34},1
49,30,36,1,machine,{30-30},1
49,31,35,1,machine,{31-27},1
49,31,39,1,machine,{31-28},1
49,32,34,1,machine,{32-23},1
49,32,38,1,machine,{32-24},1
49,33,33,1,machine,{33-21},1
49,34,40,1,machine,{34-19},1
49,35,39,1,machine,{35-17},1
49,36,38,1,machine,{36-14},1
49,36,42,1,machine,{36-15},1
49,37,37,1,machine,{37-12},1
49,39,43,1,machine,{39-10},1
49,40,42,1,machine,{40-8},1
49,41,41,1,machine,{41-7},1
49,44,46,1,machine,{44-4},1
49,45,45,1,machine,{45-3},1
49,49,49,1,machine,{49-1},1
50,11,29,1,machine,{11-62},1
50,12,28,1,machine,{12-69},1
50,14,30,1,machine,{14-78},1
50,16,28,1,machine,{16-81},1
50,16,32,1,machine,{16-82},1
50,17,31,1,machine,{17-81},1
50,17,31,1,machine,{17-83},1
50,18,30,1,machine,{18-78},1
50,19,29,1,machine,{19-73},1
50,19,33,1,machine,{19-75},1
50,20,28,1,machine,{20-71},1
50,20,32,1,machine,{20-73},1
50,20,32,1,machine,{20-75},1
50,21,31,1,machine,{21-71},1
50,21,35,1,machine,{21-73},1
50,22,30,1,machine,{22-65},1
50,22,34,1,machine,{22-67},1
50,23,29,1,machine,{23-60},1
