Degree: (4, 4, 1), Elements: ['tau^3 h1^4']
Degree: (4, 4, 2), Elements: ['tau^2 h1^4']
Degree: (4, 4, 4), Elements: ['h1^4']
Degree: (6, 2, -10), Elements: ['tau^14 h2^2']
Degree: (6, 2, -9), Elements: ['tau^13 h2^2']
Degree: (6, 2, -8), Elements: ['tau^12 h2^2']
Degree: (6, 2, -7), Elements: ['tau^11 h2^2']
Degree: (6, 2, -6), Elements: ['tau^10 h2^2']
Degree: (6, 2, -5), Elements: ['tau^9 h2^2']
Degree: (6, 2, -4), Elements: ['tau^8 h2^2']
Degree: (6, 2, -3), Elements: ['tau^7 h2^2']
Degree: (6, 2, -2), Elements: ['tau^6 h2^2']
Degree: (6, 2, -1), Elements: ['tau^5 h2^2']
Degree: (6, 2, 0), Elements: ['tau^4 h2^2']
Degree: (6, 2, 1), Elements: ['tau^3 h2^2']
Degree: (6, 2, 2), Elements: ['tau^2 h2^2']
Degree: (6, 2, 3), Elements: ['tau^1 h2^2']
Degree: (6, 2, 4), Elements: ['h2^2']
Degree: (7, 1, -10), Elements: ['tau^14 h3']
Degree: (7, 1, -9), Elements: ['tau^13 h3']
Degree: (7, 1, -8), Elements: ['tau^12 h3']
Degree: (7, 1, -7), Elements: ['tau^11 h3']
Degree: (7, 1, -6), Elements: ['tau^10 h3']
Degree: (7, 1, -5), Elements: ['tau^9 h3']
Degree: (7, 1, -4), Elements: ['tau^8 h3']
Degree: (7, 1, -3), Elements: ['tau^7 h3']
Degree: (7, 1, -2), Elements: ['tau^6 h3']
Degree: (7, 1, -1), Elements: ['tau^5 h3']
Degree: (7, 1, 0), Elements: ['tau^4 h3']
Degree: (7, 1, 1), Elements: ['tau^3 h3']
Degree: (7, 1, 2), Elements: ['tau^2 h3']
Degree: (7, 1, 3), Elements: ['tau^1 h3']
Degree: (7, 1, 4), Elements: ['h3']
Degree: (7, 2, -10), Elements: ['tau^14 h0 h3']
Degree: (7, 2, -9), Elements: ['tau^13 h0 h3']
Degree: (7, 2, -8), Elements: ['tau^12 h0 h3']
Degree: (7, 2, -7), Elements: ['tau^11 h0 h3']
Degree: (7, 2, -6), Elements: ['tau^10 h0 h3']
Degree: (7, 2, -5), Elements: ['tau^9 h0 h3']
Degree: (7, 2, -4), Elements: ['tau^8 h0 h3']
Degree: (7, 2, -3), Elements: ['tau^7 h0 h3']
Degree: (7, 2, -2), Elements: ['tau^6 h0 h3']
Degree: (7, 2, -1), Elements: ['tau^5 h0 h3']
Degree: (7, 2, 0), Elements: ['tau^4 h0 h3']
Degree: (7, 2, 1), Elements: ['tau^3 h0 h3']
Degree: (7, 2, 2), Elements: ['tau^2 h0 h3']
Degree: (7, 2, 3), Elements: ['tau^1 h0 h3']
Degree: (7, 2, 4), Elements: ['h0 h3']
Degree: (7, 3, -10), Elements: ['tau^14 h0^2 h3']
Degree: (7, 3, -9), Elements: ['tau^13 h0^2 h3']
Degree: (7, 3, -8), Elements: ['tau^12 h0^2 h3']
Degree: (7, 3, -7), Elements: ['tau^11 h0^2 h3']
Degree: (7, 3, -6), Elements: ['tau^10 h0^2 h3']
Degree: (7, 3, -5), Elements: ['tau^9 h0^2 h3']
Degree: (7, 3, -4), Elements: ['tau^8 h0^2 h3']
Degree: (7, 3, -3), Elements: ['tau^7 h0^2 h3']
Degree: (7, 3, -2), Elements: ['tau^6 h0^2 h3']
Degree: (7, 3, -1), Elements: ['tau^5 h0^2 h3']
Degree: (7, 3, 0), Elements: ['tau^4 h0^2 h3']
Degree: (7, 3, 1), Elements: ['tau^3 h0^2 h3']
Degree: (7, 3, 2), Elements: ['tau^2 h0^2 h3']
Degree: (7, 3, 3), Elements: ['tau^1 h0^2 h3']
Degree: (7, 3, 4), Elements: ['h0^2 h3']
Degree: (7, 4, -10), Elements: ['tau^14 h0^3 h3']
Degree: (7, 4, -9), Elements: ['tau^13 h0^3 h3']
Degree: (7, 4, -8), Elements: ['tau^12 h0^3 h3']
Degree: (7, 4, -7), Elements: ['tau^11 h0^3 h3']
Degree: (7, 4, -6), Elements: ['tau^10 h0^3 h3']
Degree: (7, 4, -5), Elements: ['tau^9 h0^3 h3']
Degree: (7, 4, -4), Elements: ['tau^8 h0^3 h3']
Degree: (7, 4, -3), Elements: ['tau^7 h0^3 h3']
Degree: (7, 4, -2), Elements: ['tau^6 h0^3 h3']
Degree: (7, 4, -1), Elements: ['tau^5 h0^3 h3']
Degree: (7, 4, 0), Elements: ['tau^4 h0^3 h3']
Degree: (7, 4, 1), Elements: ['tau^3 h0^3 h3']
Degree: (7, 4, 2), Elements: ['tau^2 h0^3 h3']
Degree: (7, 4, 3), Elements: ['tau^1 h0^3 h3']
Degree: (7, 4, 4), Elements: ['h0^3 h3']
Degree: (8, 2, -10), Elements: ['tau^15 h1 h3']
Degree: (8, 2, -9), Elements: ['tau^14 h1 h3']
Degree: (8, 2, -8), Elements: ['tau^13 h1 h3']
Degree: (8, 2, -7), Elements: ['tau^12 h1 h3']
Degree: (8, 2, -6), Elements: ['tau^11 h1 h3']
Degree: (8, 2, -5), Elements: ['tau^10 h1 h3']
Degree: (8, 2, -4), Elements: ['tau^9 h1 h3']
Degree: (8, 2, -3), Elements: ['tau^8 h1 h3']
Degree: (8, 2, -2), Elements: ['tau^7 h1 h3']
Degree: (8, 2, -1), Elements: ['tau^6 h1 h3']
Degree: (8, 2, 0), Elements: ['tau^5 h1 h3']
Degree: (8, 2, 1), Elements: ['tau^4 h1 h3']
Degree: (8, 2, 2), Elements: ['tau^3 h1 h3']
Degree: (8, 2, 3), Elements: ['tau^2 h1 h3']
Degree: (8, 2, 4), Elements: ['tau^1 h1 h3']
Degree: (8, 2, 5), Elements: ['h1 h3']
Degree: (8, 3, -10), Elements: ['tau^15 c0']
Degree: (8, 3, -9), Elements: ['tau^14 c0']
Degree: (8, 3, -8), Elements: ['tau^13 c0']
Degree: (8, 3, -7), Elements: ['tau^12 c0']
Degree: (8, 3, -6), Elements: ['tau^11 c0']
Degree: (8, 3, -5), Elements: ['tau^10 c0']
Degree: (8, 3, -4), Elements: ['tau^9 c0']
Degree: (8, 3, -3), Elements: ['tau^8 c0']
Degree: (8, 3, -2), Elements: ['tau^7 c0']
Degree: (8, 3, -1), Elements: ['tau^6 c0']
Degree: (8, 3, 0), Elements: ['tau^5 c0']
Degree: (8, 3, 1), Elements: ['tau^4 c0']
Degree: (8, 3, 2), Elements: ['tau^3 c0']
Degree: (8, 3, 3), Elements: ['tau^2 c0']
Degree: (8, 3, 4), Elements: ['tau^1 c0']
Degree: (8, 3, 5), Elements: ['c0']
Degree: (9, 3, -10), Elements: ['tau^16 h1^2 h3']
Degree: (9, 3, -9), Elements: ['tau^15 h1^2 h3']
Degree: (9, 3, -8), Elements: ['tau^14 h1^2 h3']
Degree: (9, 3, -7), Elements: ['tau^13 h1^2 h3']
Degree: (9, 3, -6), Elements: ['tau^12 h1^2 h3']
Degree: (9, 3, -5), Elements: ['tau^11 h1^2 h3']
Degree: (9, 3, -4), Elements: ['tau^10 h1^2 h3']
Degree: (9, 3, -3), Elements: ['tau^9 h1^2 h3']
Degree: (9, 3, -2), Elements: ['tau^8 h1^2 h3']
Degree: (9, 3, -1), Elements: ['tau^7 h1^2 h3']
Degree: (9, 3, 0), Elements: ['tau^6 h1^2 h3']
Degree: (9, 3, 1), Elements: ['tau^5 h1^2 h3']
Degree: (9, 3, 2), Elements: ['tau^4 h1^2 h3']
Degree: (9, 3, 3), Elements: ['tau^3 h1^2 h3']
Degree: (9, 3, 4), Elements: ['tau^2 h1^2 h3']
Degree: (9, 3, 5), Elements: ['tau^1 h1^2 h3']
Degree: (9, 3, 6), Elements: ['h1^2 h3']
Degree: (9, 4, -10), Elements: ['tau^16 h1 c0']
Degree: (9, 4, -9), Elements: ['tau^15 h1 c0']
Degree: (9, 4, -8), Elements: ['tau^14 h1 c0']
Degree: (9, 4, -7), Elements: ['tau^13 h1 c0']
Degree: (9, 4, -6), Elements: ['tau^12 h1 c0']
Degree: (9, 4, -5), Elements: ['tau^11 h1 c0']
Degree: (9, 4, -4), Elements: ['tau^10 h1 c0']
Degree: (9, 4, -3), Elements: ['tau^9 h1 c0']
Degree: (9, 4, -2), Elements: ['tau^8 h1 c0']
Degree: (9, 4, -1), Elements: ['tau^7 h1 c0']
Degree: (9, 4, 0), Elements: ['tau^6 h1 c0']
Degree: (9, 4, 1), Elements: ['tau^5 h1 c0']
Degree: (9, 4, 2), Elements: ['tau^4 h1 c0']
Degree: (9, 4, 3), Elements: ['tau^3 h1 c0']
Degree: (9, 4, 4), Elements: ['tau^2 h1 c0']
Degree: (9, 4, 5), Elements: ['tau^1 h1 c0']
Degree: (9, 4, 6), Elements: ['h1 c0']
Degree: (9, 5, -10), Elements: ['tau^15 P h1']
Degree: (9, 5, -9), Elements: ['tau^14 P h1']
Degree: (9, 5, -8), Elements: ['tau^13 P h1']
Degree: (9, 5, -7), Elements: ['tau^12 P h1']
Degree: (9, 5, -6), Elements: ['tau^11 P h1']
Degree: (9, 5, -5), Elements: ['tau^10 P h1']
Degree: (9, 5, -4), Elements: ['tau^9 P h1']
Degree: (9, 5, -3), Elements: ['tau^8 P h1']
Degree: (9, 5, -2), Elements: ['tau^7 P h1']
Degree: (9, 5, -1), Elements: ['tau^6 P h1']
Degree: (9, 5, 0), Elements: ['tau^5 P h1']
Degree: (9, 5, 1), Elements: ['tau^4 P h1']
Degree: (9, 5, 2), Elements: ['tau^3 P h1']
Degree: (9, 5, 3), Elements: ['tau^2 P h1']
Degree: (9, 5, 4), Elements: ['tau^1 P h1']
Degree: (9, 5, 5), Elements: ['P h1']
Degree: (10, 6, -10), Elements: ['tau^16 P h1^2']
Degree: (10, 6, -9), Elements: ['tau^15 P h1^2']
Degree: (10, 6, -8), Elements: ['tau^14 P h1^2']
Degree: (10, 6, -7), Elements: ['tau^13 P h1^2']
Degree: (10, 6, -6), Elements: ['tau^12 P h1^2']
Degree: (10, 6, -5), Elements: ['tau^11 P h1^2']
Degree: (10, 6, -4), Elements: ['tau^10 P h1^2']
Degree: (10, 6, -3), Elements: ['tau^9 P h1^2']
Degree: (10, 6, -2), Elements: ['tau^8 P h1^2']
Degree: (10, 6, -1), Elements: ['tau^7 P h1^2']
Degree: (10, 6, 0), Elements: ['tau^6 P h1^2']
Degree: (10, 6, 1), Elements: ['tau^5 P h1^2']
Degree: (10, 6, 2), Elements: ['tau^4 P h1^2']
Degree: (10, 6, 3), Elements: ['tau^3 P h1^2']
Degree: (10, 6, 4), Elements: ['tau^2 P h1^2']
Degree: (10, 6, 5), Elements: ['tau^1 P h1^2']
Degree: (10, 6, 6), Elements: ['P h1^2']
